Tele EF EB theta(degree) thetaE(degree)   phi(degree) phiE(degree)
   0  1 19       26.3386         0.1170       171.835        0.448
   0  1 20       26.3849         0.1179       171.060        0.448
   0  1 21       26.4353         0.1188       170.288        0.448
   0  1 22       26.4899         0.1196       169.519        0.448
   0  1 23       26.5485         0.1205       168.753        0.448
   0  1 24       26.6112         0.1212       167.990        0.448
   0  1 25       26.6779         0.1220       167.231        0.447
   0  1 26       26.7486         0.1227       166.476        0.447
   0  1 27       26.8233         0.1233       165.726        0.446
   0  1 28       26.9018         0.1240       164.980        0.445
   0  1 29       26.9842         0.1246       164.238        0.444
   0  1 30       27.0703         0.1251       163.501        0.442
   0  1 31       27.1602         0.1256       162.770        0.441
   0  2  0       26.6065         0.0961       186.623        0.406
   0  2  1       26.5731         0.0957       185.860        0.410
   0  2  2       26.5438         0.0967       185.094        0.413
   0  2  3       26.5185         0.0981       184.326        0.416
   0  2  4       26.4974         0.0994       183.555        0.418
   0  2  5       26.4803         0.1007       182.783        0.421
   0  2  6       26.4675         0.1020       182.009        0.424
   0  2  7       26.4587         0.1033       181.233        0.426
   0  2  8       26.4542         0.1046       180.457        0.428
   0  2  9       26.4539         0.1058       179.680        0.431
   0  2 10       26.4577         0.1070       178.903        0.432
   0  2 11       26.4658         0.1082       178.125        0.434
   0  2 12       26.4781         0.1094       177.348        0.436
   0  2 13       26.4946         0.1105       176.571        0.437
   0  2 14       26.5154         0.1116       175.794        0.439
   0  2 15       26.5403         0.1126       175.019        0.440
   0  2 16       26.5694         0.1137       174.245        0.441
   0  2 17       26.6027         0.1147       173.472        0.442
   0  2 18       26.6402         0.1157       172.702        0.442
   0  2 19       26.6818         0.1166       171.933        0.443
   0  2 20       26.7276         0.1175       171.167        0.443
   0  2 21       26.7774         0.1184       170.403        0.443
   0  2 22       26.8313         0.1192       169.642        0.443
   0  2 23       26.8892         0.1200       168.884        0.443
   0  2 24       26.9512         0.1208       168.130        0.443
   0  2 25       27.0171         0.1215       167.379        0.442
   0  2 26       27.0870         0.1222       166.633        0.441
   0  2 27       27.1607         0.1229       165.890        0.441
   0  2 28       27.2383         0.1235       165.151        0.440
   0  2 29       27.3196         0.1241       164.417        0.439
   0  2 30       27.4047         0.1246       163.688        0.437
   0  2 31       27.4935         0.1252       162.963        0.436
   0  3  0       26.9492         0.0958       186.552        0.402
   0  3  1       26.9164         0.0955       185.797        0.405
   0  3  2       26.8876         0.0965       185.040        0.408
   0  3  3       26.8628         0.0979       184.280        0.411
   0  3  4       26.8420         0.0992       183.518        0.414
   0  3  5       26.8253         0.1005       182.755        0.416
   0  3  6       26.8127         0.1018       181.990        0.419
   0  3  7       26.8042         0.1031       181.223        0.421
   0  3  8       26.7998         0.1043       180.456        0.423
   0  3  9       26.7996         0.1055       179.688        0.426
   0  3 10       26.8035         0.1067       178.919        0.427
   0  3 11       26.8116         0.1079       178.151        0.429
   0  3 12       26.8238         0.1090       177.382        0.431
   0  3 13       26.8402         0.1101       176.614        0.432
   0  3 14       26.8608         0.1112       175.846        0.434
   0  3 15       26.8855         0.1123       175.080        0.435
   0  3 16       26.9143         0.1133       174.315        0.436
   0  3 17       26.9472         0.1143       173.551        0.436
   0  3 18       26.9843         0.1152       172.789        0.437
   0  3 19       27.0254         0.1162       172.029        0.438
   0  3 20       27.0707         0.1171       171.271        0.438
   0  3 21       27.1199         0.1179       170.515        0.438
   0  3 22       27.1732         0.1188       169.763        0.438
   0  3 23       27.2304         0.1196       169.013        0.438
   0  3 24       27.2917         0.1203       168.267        0.438
   0  3 25       27.3568         0.1210       167.524        0.437
   0  3 26       27.4258         0.1217       166.785        0.437
   0  3 27       27.4986         0.1224       166.050        0.436
   0  3 28       27.5753         0.1230       165.319        0.435
   0  3 29       27.6557         0.1236       164.592        0.434
   0  3 30       27.7397         0.1241       163.870        0.433
   0  3 31       27.8275         0.1247       163.153        0.431
   0  4  0       27.2923         0.0955       186.483        0.398
   0  4  1       27.2600         0.0952       185.736        0.401
   0  4  2       27.2317         0.0964       184.987        0.404
   0  4  3       27.2073         0.0977       184.236        0.407
   0  4  4       27.1869         0.0990       183.483        0.409
   0  4  5       27.1706         0.1003       182.728        0.412
   0  4  6       27.1583         0.1016       181.971        0.414
   0  4  7       27.1500         0.1028       181.213        0.417
   0  4  8       27.1458         0.1041       180.455        0.419
   0  4  9       27.1457         0.1053       179.695        0.421
   0  4 10       27.1497         0.1064       178.936        0.423
   0  4 11       27.1577         0.1076       178.176        0.424
   0  4 12       27.1699         0.1087       177.416        0.426
   0  4 13       27.1862         0.1098       176.656        0.427
   0  4 14       27.2065         0.1109       175.897        0.429
   0  4 15       27.2310         0.1119       175.140        0.430
   0  4 16       27.2595         0.1129       174.383        0.431
   0  4 17       27.2921         0.1139       173.627        0.431
   0  4 18       27.3288         0.1148       172.874        0.432
   0  4 19       27.3695         0.1158       172.122        0.432
   0  4 20       27.4142         0.1166       171.373        0.433
   0  4 21       27.4628         0.1175       170.625        0.433
   0  4 22       27.5155         0.1183       169.881        0.433
   0  4 23       27.5721         0.1191       169.139        0.433
   0  4 24       27.6326         0.1198       168.401        0.433
   0  4 25       27.6969         0.1206       167.666        0.432
   0  4 26       27.7651         0.1213       166.935        0.432
   0  4 27       27.8371         0.1219       166.207        0.431
   0  4 28       27.9128         0.1225       165.483        0.430
   0  4 29       27.9922         0.1231       164.764        0.429
   0  4 30       28.0753         0.1237       164.049        0.428
   0  4 31       28.1620         0.1242       163.338        0.427
   0  5  0       27.6357         0.0952       186.415        0.394
   0  5  1       27.6039         0.0949       185.676        0.397
   0  5  2       27.5761         0.0962       184.935        0.399
   0  5  3       27.5522         0.0975       184.192        0.402
   0  5  4       27.5322         0.0988       183.448        0.405
   0  5  5       27.5162         0.1001       182.701        0.407
   0  5  6       27.5041         0.1013       181.953        0.410
   0  5  7       27.4961         0.1026       181.204        0.412
   0  5  8       27.4921         0.1038       180.454        0.414
   0  5  9       27.4921         0.1050       179.703        0.416
   0  5 10       27.4961         0.1061       178.951        0.418
   0  5 11       27.5042         0.1073       178.200        0.419
   0  5 12       27.5163         0.1084       177.449        0.421
   0  5 13       27.5324         0.1094       176.698        0.422
   0  5 14       27.5526         0.1105       175.947        0.424
   0  5 15       27.5768         0.1115       175.198        0.425
   0  5 16       27.6051         0.1125       174.449        0.426
   0  5 17       27.6373         0.1135       173.702        0.426
   0  5 18       27.6736         0.1144       172.957        0.427
   0  5 19       27.7138         0.1153       172.213        0.428
   0  5 20       27.7580         0.1162       171.472        0.428
   0  5 21       27.8062         0.1170       170.733        0.428
   0  5 22       27.8582         0.1179       169.997        0.428
   0  5 23       27.9141         0.1186       169.263        0.428
   0  5 24       27.9739         0.1194       168.532        0.428
   0  5 25       28.0375         0.1201       167.805        0.427
   0  5 26       28.1049         0.1208       167.081        0.427
   0  5 27       28.1760         0.1214       166.361        0.426
   0  5 28       28.2508         0.1220       165.644        0.426
   0  5 29       28.3293         0.1226       164.932        0.425
   0  5 30       28.4114         0.1231       164.224        0.424
   0  5 31       28.4971         0.1237       163.520        0.422
   0  6  0       27.9793         0.0949       186.348        0.389
   0  6  1       27.9482         0.0947       185.618        0.392
   0  6  2       27.9208         0.0960       184.885        0.395
   0  6  3       27.8974         0.0973       184.150        0.398
   0  6  4       27.8778         0.0986       183.413        0.400
   0  6  5       27.8621         0.0998       182.675        0.403
   0  6  6       27.8503         0.1011       181.935        0.405
   0  6  7       27.8425         0.1023       181.194        0.407
   0  6  8       27.8386         0.1035       180.452        0.409
   0  6  9       27.8387         0.1047       179.710        0.411
   0  6 10       27.8428         0.1058       178.967        0.413
   0  6 11       27.8509         0.1069       178.224        0.415
   0  6 12       27.8629         0.1080       177.481        0.416
   0  6 13       27.8790         0.1091       176.738        0.418
   0  6 14       27.8990         0.1101       175.996        0.419
   0  6 15       27.9230         0.1111       175.255        0.420
   0  6 16       27.9510         0.1121       174.515        0.421
   0  6 17       27.9829         0.1131       173.776        0.422
   0  6 18       28.0187         0.1140       173.038        0.422
   0  6 19       28.0585         0.1149       172.303        0.423
   0  6 20       28.1022         0.1158       171.569        0.423
   0  6 21       28.1498         0.1166       170.838        0.423
   0  6 22       28.2013         0.1174       170.110        0.423
   0  6 23       28.2566         0.1182       169.384        0.423
   0  6 24       28.3156         0.1189       168.661        0.423
   0  6 25       28.3785         0.1196       167.941        0.423
   0  6 26       28.4451         0.1203       167.224        0.422
   0  6 27       28.5154         0.1209       166.511        0.422
   0  6 28       28.5893         0.1215       165.802        0.421
   0  6 29       28.6668         0.1221       165.096        0.420
   0  6 30       28.7480         0.1226       164.395        0.419
   0  6 31       28.8326         0.1231       163.698        0.418
   0  7  0       28.3233         0.0946       186.283        0.385
   0  7  1       28.2927         0.0945       185.560        0.388
   0  7  2       28.2658         0.0958       184.835        0.391
   0  7  3       28.2428         0.0971       184.109        0.394
   0  7  4       28.2236         0.0984       183.380        0.396
   0  7  5       28.2082         0.0996       182.649        0.398
   0  7  6       28.1967         0.1008       181.918        0.401
   0  7  7       28.1891         0.1020       181.185        0.403
   0  7  8       28.1854         0.1032       180.451        0.405
   0  7  9       28.1856         0.1043       179.717        0.407
   0  7 10       28.1898         0.1055       178.982        0.409
   0  7 11       28.1978         0.1066       178.247        0.410
   0  7 12       28.2098         0.1077       177.512        0.412
   0  7 13       28.2258         0.1087       176.778        0.413
   0  7 14       28.2456         0.1097       176.044        0.414
   0  7 15       28.2694         0.1107       175.310        0.415
   0  7 16       28.2971         0.1117       174.578        0.416
   0  7 17       28.3287         0.1127       173.847        0.417
   0  7 18       28.3642         0.1136       173.118        0.418
   0  7 19       28.4036         0.1145       172.390        0.418
   0  7 20       28.4468         0.1153       171.665        0.418
   0  7 21       28.4938         0.1161       170.941        0.419
   0  7 22       28.5447         0.1169       170.220        0.419
   0  7 23       28.5993         0.1177       169.502        0.419
   0  7 24       28.6577         0.1184       168.786        0.419
   0  7 25       28.7199         0.1191       168.073        0.418
   0  7 26       28.7857         0.1198       167.364        0.418
   0  7 27       28.8551         0.1204       166.658        0.417
   0  7 28       28.9282         0.1210       165.956        0.417
   0  7 29       29.0048         0.1216       165.257        0.416
   0  7 30       29.0850         0.1221       164.563        0.415
   0  7 31       29.1687         0.1226       163.873        0.414
   0  8  0       28.6675         0.0943       186.219        0.381
   0  8  1       28.6374         0.0944       185.504        0.384
   0  8  2       28.6111         0.0956       184.787        0.387
   0  8  3       28.5884         0.0969       184.068        0.389
   0  8  4       28.5696         0.0981       183.347        0.392
   0  8  5       28.5546         0.0993       182.625        0.394
   0  8  6       28.5434         0.1005       181.901        0.396
   0  8  7       28.5360         0.1017       181.176        0.399
   0  8  8       28.5325         0.1029       180.450        0.401
   0  8  9       28.5328         0.1040       179.724        0.402
   0  8 10       28.5370         0.1051       178.997        0.404
   0  8 11       28.5451         0.1062       178.270        0.406
   0  8 12       28.5570         0.1073       177.543        0.407
   0  8 13       28.5728         0.1083       176.816        0.408
   0  8 14       28.5925         0.1093       176.090        0.410
   0  8 15       28.6161         0.1103       175.365        0.411
   0  8 16       28.6435         0.1113       174.641        0.412
   0  8 17       28.6748         0.1122       173.918        0.412
   0  8 18       28.7099         0.1131       173.196        0.413
   0  8 19       28.7489         0.1140       172.476        0.413
   0  8 20       28.7916         0.1148       171.758        0.414
   0  8 21       28.8382         0.1157       171.042        0.414
   0  8 22       28.8884         0.1164       170.328        0.414
   0  8 23       28.9425         0.1172       169.617        0.414
   0  8 24       29.0002         0.1179       168.909        0.414
   0  8 25       29.0616         0.1186       168.204        0.414
   0  8 26       29.1266         0.1193       167.501        0.413
   0  8 27       29.1953         0.1199       166.802        0.413
   0  8 28       29.2675         0.1205       166.107        0.412
   0  8 29       29.3432         0.1211       165.415        0.411
   0  8 30       29.4225         0.1216       164.727        0.411
   0  8 31       29.5051         0.1221       164.043        0.410
   0  9  0       29.0120         0.0940       186.157        0.378
   0  9  1       28.9824         0.0942       185.449        0.380
   0  9  2       28.9565         0.0954       184.740        0.383
   0  9  3       28.9343         0.0967       184.028        0.385
   0  9  4       28.9159         0.0979       183.315        0.388
   0  9  5       28.9012         0.0991       182.600        0.390
   0  9  6       28.8902         0.1003       181.884        0.392
   0  9  7       28.8830         0.1014       181.167        0.394
   0  9  8       28.8797         0.1026       180.449        0.396
   0  9  9       28.8801         0.1037       179.730        0.398
   0  9 10       28.8844         0.1048       179.011        0.400
   0  9 11       28.8925         0.1059       178.292        0.401
   0  9 12       28.9044         0.1069       177.573        0.403
   0  9 13       28.9201         0.1080       176.854        0.404
   0  9 14       28.9396         0.1090       176.136        0.405
   0  9 15       28.9630         0.1099       175.418        0.406
   0  9 16       28.9902         0.1109       174.702        0.407
   0  9 17       29.0212         0.1118       173.986        0.408
   0  9 18       29.0559         0.1127       173.272        0.408
   0  9 19       29.0944         0.1136       172.560        0.409
   0  9 20       29.1367         0.1144       171.849        0.409
   0  9 21       29.1827         0.1152       171.141        0.410
   0  9 22       29.2325         0.1160       170.434        0.410
   0  9 23       29.2859         0.1167       169.731        0.410
   0  9 24       29.3429         0.1174       169.029        0.410
   0  9 25       29.4036         0.1181       168.331        0.409
   0  9 26       29.4679         0.1188       167.636        0.409
   0  9 27       29.5358         0.1194       166.944        0.409
   0  9 28       29.6071         0.1200       166.255        0.408
   0  9 29       29.6820         0.1205       165.570        0.407
   0  9 30       29.7603         0.1211       164.888        0.406
   0  9 31       29.8420         0.1216       164.211        0.405
   0 10  0       29.3566         0.0937       186.096        0.374
   0 10  1       29.3276         0.0940       185.396        0.376
   0 10  2       29.3022         0.0952       184.693        0.379
   0 10  3       29.2804         0.0964       183.989        0.381
   0 10  4       29.2623         0.0976       183.283        0.384
   0 10  5       29.2479         0.0988       182.576        0.386
   0 10  6       29.2372         0.1000       181.868        0.388
   0 10  7       29.2303         0.1011       181.158        0.390
   0 10  8       29.2271         0.1023       180.448        0.392
   0 10  9       29.2277         0.1034       179.737        0.394
   0 10 10       29.2320         0.1045       179.026        0.395
   0 10 11       29.2401         0.1055       178.314        0.397
   0 10 12       29.2519         0.1065       177.603        0.398
   0 10 13       29.2675         0.1076       176.891        0.400
   0 10 14       29.2869         0.1086       176.181        0.401
   0 10 15       29.3101         0.1095       175.471        0.402
   0 10 16       29.3370         0.1104       174.762        0.403
   0 10 17       29.3677         0.1114       174.054        0.403
   0 10 18       29.4021         0.1122       173.347        0.404
   0 10 19       29.4402         0.1131       172.642        0.405
   0 10 20       29.4821         0.1139       171.939        0.405
   0 10 21       29.5276         0.1147       171.237        0.405
   0 10 22       29.5768         0.1155       170.538        0.405
   0 10 23       29.6296         0.1162       169.841        0.405
   0 10 24       29.6860         0.1169       169.147        0.405
   0 10 25       29.7460         0.1176       168.456        0.405
   0 10 26       29.8095         0.1182       167.767        0.405
   0 10 27       29.8766         0.1189       167.082        0.404
   0 10 28       29.9471         0.1195       166.400        0.404
   0 10 29       30.0211         0.1200       165.721        0.403
   0 10 30       30.0985         0.1205       165.046        0.402
   0 10 31       30.1793         0.1210       164.375        0.401
   0 11  0       29.7015         0.0934       186.036        0.370
   0 11  1       29.6729         0.0937       185.343        0.373
   0 11  2       29.6480         0.0950       184.648        0.375
   0 11  3       29.6266         0.0962       183.951        0.378
   0 11  4       29.6089         0.0974       183.253        0.380
   0 11  5       29.5948         0.0985       182.553        0.382
   0 11  6       29.5844         0.0997       181.852        0.384
   0 11  7       29.5777         0.1008       181.150        0.386
   0 11  8       29.5747         0.1019       180.447        0.388
   0 11  9       29.5753         0.1030       179.743        0.390
   0 11 10       29.5797         0.1041       179.039        0.391
   0 11 11       29.5878         0.1051       178.335        0.393
   0 11 12       29.5996         0.1062       177.631        0.394
   0 11 13       29.6152         0.1072       176.928        0.395
   0 11 14       29.6344         0.1081       176.224        0.396
   0 11 15       29.6574         0.1091       175.522        0.397
   0 11 16       29.6841         0.1100       174.820        0.398
   0 11 17       29.7144         0.1109       174.119        0.399
   0 11 18       29.7485         0.1118       173.420        0.400
   0 11 19       29.7862         0.1126       172.722        0.400
   0 11 20       29.8276         0.1134       172.026        0.401
   0 11 21       29.8726         0.1142       171.332        0.401
   0 11 22       29.9213         0.1150       170.640        0.401
   0 11 23       29.9735         0.1157       169.950        0.401
   0 11 24       30.0293         0.1164       169.263        0.401
   0 11 25       30.0886         0.1171       168.578        0.401
   0 11 26       30.1514         0.1177       167.896        0.401
   0 11 27       30.2177         0.1183       167.218        0.400
   0 11 28       30.2874         0.1189       166.542        0.400
   0 11 29       30.3606         0.1195       165.870        0.399
   0 11 30       30.4371         0.1200       165.201        0.398
   0 11 31       30.5169         0.1205       164.536        0.397
   0 12  0       30.0465         0.0930       185.977        0.367
   0 12  1       30.0184         0.0935       185.291        0.369
   0 12  2       29.9939         0.0947       184.603        0.371
   0 12  3       29.9730         0.0959       183.914        0.374
   0 12  4       29.9556         0.0971       183.223        0.376
   0 12  5       29.9419         0.0982       182.530        0.378
   0 12  6       29.9317         0.0994       181.836        0.380
   0 12  7       29.9252         0.1005       181.141        0.382
   0 12  8       29.9223         0.1016       180.446        0.384
   0 12  9       29.9231         0.1027       179.750        0.386
   0 12 10       29.9276         0.1037       179.053        0.387
   0 12 11       29.9357         0.1048       178.356        0.389
   0 12 12       29.9475         0.1058       177.660        0.390
   0 12 13       29.9629         0.1068       176.963        0.391
   0 12 14       29.9820         0.1077       176.267        0.392
   0 12 15       30.0048         0.1087       175.572        0.393
   0 12 16       30.0313         0.1096       174.877        0.394
   0 12 17       30.0613         0.1105       174.184        0.395
   0 12 18       30.0951         0.1113       173.492        0.396
   0 12 19       30.1324         0.1122       172.801        0.396
   0 12 20       30.1734         0.1130       172.112        0.396
   0 12 21       30.2179         0.1137       171.425        0.397
   0 12 22       30.2660         0.1145       170.740        0.397
   0 12 23       30.3176         0.1152       170.057        0.397
   0 12 24       30.3728         0.1159       169.376        0.397
   0 12 25       30.4314         0.1166       168.698        0.397
   0 12 26       30.4935         0.1172       168.023        0.396
   0 12 27       30.5591         0.1178       167.350        0.396
   0 12 28       30.6280         0.1184       166.681        0.396
   0 12 29       30.7003         0.1189       166.015        0.395
   0 12 30       30.7759         0.1194       165.353        0.394
   0 12 31       30.8548         0.1199       164.694        0.393
   0 13  0       30.3916         0.0927       185.920        0.363
   0 13  1       30.3640         0.0933       185.241        0.365
   0 13  2       30.3400         0.0945       184.560        0.368
   0 13  3       30.3195         0.0957       183.877        0.370
   0 13  4       30.3025         0.0968       183.193        0.372
   0 13  5       30.2890         0.0979       182.508        0.374
   0 13  6       30.2791         0.0991       181.821        0.376
   0 13  7       30.2728         0.1002       181.133        0.378
   0 13  8       30.2701         0.1013       180.445        0.380
   0 13  9       30.2710         0.1023       179.756        0.382
   0 13 10       30.2755         0.1034       179.066        0.383
   0 13 11       30.2837         0.1044       178.377        0.385
   0 13 12       30.2954         0.1054       177.687        0.386
   0 13 13       30.3108         0.1064       176.998        0.387
   0 13 14       30.3298         0.1073       176.309        0.388
   0 13 15       30.3524         0.1082       175.621        0.389
   0 13 16       30.3786         0.1091       174.934        0.390
   0 13 17       30.4084         0.1100       174.247        0.391
   0 13 18       30.4418         0.1109       173.562        0.391
   0 13 19       30.4787         0.1117       172.878        0.392
   0 13 20       30.5192         0.1125       172.196        0.392
   0 13 21       30.5633         0.1132       171.516        0.393
   0 13 22       30.6109         0.1140       170.837        0.393
   0 13 23       30.6620         0.1147       170.161        0.393
   0 13 24       30.7165         0.1154       169.487        0.393
   0 13 25       30.7745         0.1160       168.815        0.393
   0 13 26       30.8359         0.1167       168.147        0.392
   0 13 27       30.9007         0.1173       167.481        0.392
   0 13 28       30.9688         0.1178       166.818        0.392
   0 13 29       31.0403         0.1184       166.158        0.391
   0 13 30       31.1151         0.1189       165.501        0.390
   0 13 31       31.1931         0.1194       164.848        0.390
   0 14  0       30.7368         0.0923       185.864        0.359
   0 14  1       30.7097         0.0930       185.191        0.362
   0 14  2       30.6862         0.0942       184.517        0.364
   0 14  3       30.6660         0.0954       183.841        0.366
   0 14  4       30.6494         0.0965       183.164        0.369
   0 14  5       30.6363         0.0976       182.486        0.371
   0 14  6       30.6266         0.0988       181.806        0.372
   0 14  7       30.6206         0.0998       181.125        0.374
   0 14  8       30.6180         0.1009       180.444        0.376
   0 14  9       30.6190         0.1020       179.762        0.378
   0 14 10       30.6236         0.1030       179.079        0.379
   0 14 11       30.6317         0.1040       178.397        0.381
   0 14 12       30.6435         0.1050       177.714        0.382
   0 14 13       30.6587         0.1059       177.032        0.383
   0 14 14       30.6776         0.1069       176.350        0.384
   0 14 15       30.7000         0.1078       175.669        0.385
   0 14 16       30.7260         0.1087       174.989        0.386
   0 14 17       30.7555         0.1095       174.309        0.387
   0 14 18       30.7886         0.1104       173.631        0.387
   0 14 19       30.8252         0.1112       172.954        0.388
   0 14 20       30.8653         0.1120       172.278        0.388
   0 14 21       30.9089         0.1127       171.605        0.389
   0 14 22       30.9559         0.1135       170.933        0.389
   0 14 23       31.0064         0.1142       170.263        0.389
   0 14 24       31.0604         0.1149       169.596        0.389
   0 14 25       31.1177         0.1155       168.931        0.389
   0 14 26       31.1784         0.1161       168.268        0.388
   0 14 27       31.2425         0.1167       167.608        0.388
   0 14 28       31.3099         0.1173       166.952        0.388
   0 14 29       31.3805         0.1178       166.298        0.387
   0 14 30       31.4544         0.1183       165.647        0.387
   0 14 31       31.5315         0.1188       165.000        0.386
   0 15  0       31.0821         0.0920       185.809        0.356
   0 15  1       31.0555         0.0928       185.143        0.358
   0 15  2       31.0324         0.0940       184.475        0.361
   0 15  3       31.0127         0.0951       183.806        0.363
   0 15  4       30.9964         0.0962       183.136        0.365
   0 15  5       30.9835         0.0973       182.464        0.367
   0 15  6       30.9742         0.0984       181.791        0.369
   0 15  7       30.9683         0.0995       181.117        0.371
   0 15  8       30.9659         0.1006       180.443        0.372
   0 15  9       30.9671         0.1016       179.768        0.374
   0 15 10       30.9717         0.1026       179.092        0.375
   0 15 11       30.9799         0.1036       178.417        0.377
   0 15 12       30.9915         0.1046       177.741        0.378
   0 15 13       31.0067         0.1055       177.066        0.379
   0 15 14       31.0255         0.1064       176.391        0.380
   0 15 15       31.0477         0.1073       175.716        0.381
   0 15 16       31.0735         0.1082       175.042        0.382
   0 15 17       31.1027         0.1091       174.370        0.383
   0 15 18       31.1355         0.1099       173.698        0.383
   0 15 19       31.1717         0.1107       173.028        0.384
   0 15 20       31.2114         0.1115       172.359        0.384
   0 15 21       31.2545         0.1122       171.692        0.385
   0 15 22       31.3011         0.1130       171.027        0.385
   0 15 23       31.3510         0.1137       170.363        0.385
   0 15 24       31.4044         0.1143       169.702        0.385
   0 15 25       31.4611         0.1150       169.043        0.385
   0 15 26       31.5211         0.1156       168.387        0.385
   0 15 27       31.5845         0.1162       167.734        0.384
   0 15 28       31.6511         0.1167       167.083        0.384
   0 15 29       31.7210         0.1173       166.435        0.383
   0 15 30       31.7940         0.1178       165.790        0.383
   0 15 31       31.8702         0.1182       165.149        0.382
   0 16  0       31.4274         0.0916       185.754        0.353
   0 16  1       31.4013         0.0925       185.095        0.355
   0 16  2       31.3786         0.0937       184.434        0.357
   0 16  3       31.3593         0.0948       183.772        0.359
   0 16  4       31.3434         0.0959       183.108        0.361
   0 16  5       31.3309         0.0970       182.443        0.363
   0 16  6       31.3218         0.0981       181.777        0.365
   0 16  7       31.3161         0.0991       181.110        0.367
   0 16  8       31.3139         0.1002       180.442        0.369
   0 16  9       31.3151         0.1012       179.773        0.370
   0 16 10       31.3198         0.1022       179.105        0.372
   0 16 11       31.3280         0.1032       178.436        0.373
   0 16 12       31.3397         0.1041       177.767        0.374
   0 16 13       31.3548         0.1051       177.098        0.375
   0 16 14       31.3734         0.1060       176.430        0.376
   0 16 15       31.3955         0.1069       175.762        0.377
   0 16 16       31.4210         0.1078       175.095        0.378
   0 16 17       31.4500         0.1086       174.429        0.379
   0 16 18       31.4824         0.1094       173.764        0.380
   0 16 19       31.5183         0.1102       173.100        0.380
   0 16 20       31.5576         0.1110       172.438        0.380
   0 16 21       31.6003         0.1117       171.777        0.381
   0 16 22       31.6463         0.1124       171.118        0.381
   0 16 23       31.6958         0.1131       170.462        0.381
   0 16 24       31.7485         0.1138       169.807        0.381
   0 16 25       31.8046         0.1144       169.154        0.381
   0 16 26       31.8640         0.1150       168.504        0.381
   0 16 27       31.9266         0.1156       167.856        0.381
   0 16 28       31.9925         0.1162       167.212        0.380
   0 16 29       32.0615         0.1167       166.570        0.380
   0 16 30       32.1338         0.1172       165.931        0.379
   0 16 31       32.2091         0.1177       165.295        0.378
   0 17  0       31.7727         0.0913       185.701        0.349
   0 17  1       31.7472         0.0923       185.049        0.352
   0 17  2       31.7249         0.0934       184.394        0.354
   0 17  3       31.7060         0.0945       183.738        0.356
   0 17  4       31.6904         0.0956       183.081        0.358
   0 17  5       31.6782         0.0967       182.422        0.360
   0 17  6       31.6693         0.0977       181.763        0.362
   0 17  7       31.6639         0.0988       181.102        0.363
   0 17  8       31.6618         0.0998       180.441        0.365
   0 17  9       31.6632         0.1008       179.779        0.366
   0 17 10       31.6680         0.1018       179.117        0.368
   0 17 11       31.6762         0.1028       178.455        0.369
   0 17 12       31.6878         0.1037       177.792        0.370
