Tele EF EB theta(degree) phi(degree)
   0  6 29       28.6668     165.096
   0  6 30       28.7480     164.395
   0  6 31       28.8326     163.698
   0  7  0       28.3233     186.283
   0  7  1       28.2927     185.560
   0  7  2       28.2658     184.835
   0  7  3       28.2428     184.109
   0  7  4       28.2236     183.380
   0  7  5       28.2082     182.649
   0  7  6       28.1967     181.918
   0  7  7       28.1891     181.185
   0  7  8       28.1854     180.451
   0  7  9       28.1856     179.717
   0  7 10       28.1898     178.982
   0  7 11       28.1978     178.247
   0  7 12       28.2098     177.512
   0  7 13       28.2258     176.778
   0  7 14       28.2456     176.044
   0  7 15       28.2694     175.310
   0  7 16       28.2971     174.578
   0  7 17       28.3287     173.847
   0  7 18       28.3642     173.118
   0  7 19       28.4036     172.390
   0  7 20       28.4468     171.665
   0  7 21       28.4938     170.941
   0  7 22       28.5447     170.220
   0  7 23       28.5993     169.502
   0  7 24       28.6577     168.786
   0  7 25       28.7199     168.073
   0  7 26       28.7857     167.364
   0  7 27       28.8551     166.658
   0  7 28       28.9282     165.956
   0  7 29       29.0048     165.257
   0  7 30       29.0850     164.563
   0  7 31       29.1687     163.873
   0  8  0       28.6675     186.219
   0  8  1       28.6374     185.504
   0  8  2       28.6111     184.787
   0  8  3       28.5884     184.068
   0  8  4       28.5696     183.347
   0  8  5       28.5546     182.625
   0  8  6       28.5434     181.901
   0  8  7       28.5360     181.176
   0  8  8       28.5325     180.450
   0  8  9       28.5328     179.724
   0  8 10       28.5370     178.997
   0  8 11       28.5451     178.270
   0  8 12       28.5570     177.543
   0  8 13       28.5728     176.816
   0  8 14       28.5925     176.090
   0  8 15       28.6161     175.365
   0  8 16       28.6435     174.641
   0  8 17       28.6748     173.918
   0  8 18       28.7099     173.196
   0  8 19       28.7489     172.476
   0  8 20       28.7916     171.758
   0  8 21       28.8382     171.042
   0  8 22       28.8884     170.328
   0  8 23       28.9425     169.617
   0  8 24       29.0002     168.909
   0  8 25       29.0616     168.204
   0  8 26       29.1266     167.501
   0  8 27       29.1953     166.802
   0  8 28       29.2675     166.107
   0  8 29       29.3432     165.415
   0  8 30       29.4225     164.727
   0  8 31       29.5051     164.043
   0  9  0       29.0120     186.157
   0  9  1       28.9824     185.449
   0  9  2       28.9565     184.740
   0  9  3       28.9343     184.028
   0  9  4       28.9159     183.315
   0  9  5       28.9012     182.600
   0  9  6       28.8902     181.884
   0  9  7       28.8830     181.167
   0  9  8       28.8797     180.449
   0  9  9       28.8801     179.730
   0  9 10       28.8844     179.011
   0  9 11       28.8925     178.292
   0  9 12       28.9044     177.573
   0  9 13       28.9201     176.854
   0  9 14       28.9396     176.136
   0  9 15       28.9630     175.418
   0  9 16       28.9902     174.702
   0  9 17       29.0212     173.986
   0  9 18       29.0559     173.272
   0  9 19       29.0944     172.560
   0  9 20       29.1367     171.849
   0  9 21       29.1827     171.141
   0  9 22       29.2325     170.434
   0  9 23       29.2859     169.731
   0  9 24       29.3429     169.029
   0  9 25       29.4036     168.331
   0  9 26       29.4679     167.636
   0  9 27       29.5358     166.944
   0  9 28       29.6071     166.255
   0  9 29       29.6820     165.570
   0  9 30       29.7603     164.888
   0  9 31       29.8420     164.211
   0 10  0       29.3566     186.096
   0 10  1       29.3276     185.396
   0 10  2       29.3022     184.693
   0 10  3       29.2804     183.989
   0 10  4       29.2623     183.283
   0 10  5       29.2479     182.576
   0 10  6       29.2372     181.868
   0 10  7       29.2303     181.158
   0 10  8       29.2271     180.448
   0 10  9       29.2277     179.737
   0 10 10       29.2320     179.026
   0 10 11       29.2401     178.314
   0 10 12       29.2519     177.603
   0 10 13       29.2675     176.891
   0 10 14       29.2869     176.181
   0 10 15       29.3101     175.471
   0 10 16       29.3370     174.762
   0 10 17       29.3677     174.054
   0 10 18       29.4021     173.347
   0 10 19       29.4402     172.642
   0 10 20       29.4821     171.939
   0 10 21       29.5276     171.237
   0 10 22       29.5768     170.538
   0 10 23       29.6296     169.841
   0 10 24       29.6860     169.147
   0 10 25       29.7460     168.456
   0 10 26       29.8095     167.767
   0 10 27       29.8766     167.082
   0 10 28       29.9471     166.400
   0 10 29       30.0211     165.721
   0 10 30       30.0985     165.046
   0 10 31       30.1793     164.375
   0 11  0       29.7015     186.036
   0 11  1       29.6729     185.343
   0 11  2       29.6480     184.648
   0 11  3       29.6266     183.951
   0 11  4       29.6089     183.253
   0 11  5       29.5948     182.553
   0 11  6       29.5844     181.852
   0 11  7       29.5777     181.150
   0 11  8       29.5747     180.447
   0 11  9       29.5753     179.743
   0 11 10       29.5797     179.039
   0 11 11       29.5878     178.335
   0 11 12       29.5996     177.631
   0 11 13       29.6152     176.928
   0 11 14       29.6344     176.224
   0 11 15       29.6574     175.522
   0 11 16       29.6841     174.820
   0 11 17       29.7144     174.119
   0 11 18       29.7485     173.420
   0 11 19       29.7862     172.722
   0 11 20       29.8276     172.026
   0 11 21       29.8726     171.332
   0 11 22       29.9213     170.640
   0 11 23       29.9735     169.950
   0 11 24       30.0293     169.263
   0 11 25       30.0886     168.578
   0 11 26       30.1514     167.896
   0 11 27       30.2177     167.218
   0 11 28       30.2874     166.542
   0 11 29       30.3606     165.870
   0 11 30       30.4371     165.201
   0 11 31       30.5169     164.536
   0 12  0       30.0465     185.977
   0 12  1       30.0184     185.291
   0 12  2       29.9939     184.603
   0 12  3       29.9730     183.914
   0 12  4       29.9556     183.223
   0 12  5       29.9419     182.530
   0 12  6       29.9317     181.836
   0 12  7       29.9252     181.141
   0 12  8       29.9223     180.446
   0 12  9       29.9231     179.750
   0 12 10       29.9276     179.053
   0 12 11       29.9357     178.356
   0 12 12       29.9475     177.660
   0 12 13       29.9629     176.963
   0 12 14       29.9820     176.267
   0 12 15       30.0048     175.572
   0 12 16       30.0313     174.877
   0 12 17       30.0613     174.184
   0 12 18       30.0951     173.492
   0 12 19       30.1324     172.801
   0 12 20       30.1734     172.112
   0 12 21       30.2179     171.425
   0 12 22       30.2660     170.740
   0 12 23       30.3176     170.057
   0 12 24       30.3728     169.376
   0 12 25       30.4314     168.698
   0 12 26       30.4935     168.023
   0 12 27       30.5591     167.350
   0 12 28       30.6280     166.681
   0 12 29       30.7003     166.015
   0 12 30       30.7759     165.353
   0 12 31       30.8548     164.694
   0 13  0       30.3916     185.920
   0 13  1       30.3640     185.241
   0 13  2       30.3400     184.560
   0 13  3       30.3195     183.877
   0 13  4       30.3025     183.193
   0 13  5       30.2890     182.508
   0 13  6       30.2791     181.821
   0 13  7       30.2728     181.133
   0 13  8       30.2701     180.445
   0 13  9       30.2710     179.756
   0 13 10       30.2755     179.066
   0 13 11       30.2837     178.377
   0 13 12       30.2954     177.687
   0 13 13       30.3108     176.998
   0 13 14       30.3298     176.309
   0 13 15       30.3524     175.621
   0 13 16       30.3786     174.934
   0 13 17       30.4084     174.247
   0 13 18       30.4418     173.562
   0 13 19       30.4787     172.878
   0 13 20       30.5192     172.196
   0 13 21       30.5633     171.516
   0 13 22       30.6109     170.837
   0 13 23       30.6620     170.161
   0 13 24       30.7165     169.487
   0 13 25       30.7745     168.815
   0 13 26       30.8359     168.147
   0 13 27       30.9007     167.481
   0 13 28       30.9688     166.818
   0 13 29       31.0403     166.158
   0 13 30       31.1151     165.501
   0 13 31       31.1931     164.848
   0 14  0       30.7368     185.864
   0 14  1       30.7097     185.191
   0 14  2       30.6862     184.517
   0 14  3       30.6660     183.841
   0 14  4       30.6494     183.164
   0 14  5       30.6363     182.486
   0 14  6       30.6266     181.806
   0 14  7       30.6206     181.125
   0 14  8       30.6180     180.444
   0 14  9       30.6190     179.762
   0 14 10       30.6236     179.079
   0 14 11       30.6317     178.397
   0 14 12       30.6435     177.714
   0 14 13       30.6587     177.032
   0 14 14       30.6776     176.350
   0 14 15       30.7000     175.669
   0 14 16       30.7260     174.989
   0 14 17       30.7555     174.309
   0 14 18       30.7886     173.631
   0 14 19       30.8252     172.954
   0 14 20       30.8653     172.278
   0 14 21       30.9089     171.605
   0 14 22       30.9559     170.933
   0 14 23       31.0064     170.263
   0 14 24       31.0604     169.596
   0 14 25       31.1177     168.931
   0 14 26       31.1784     168.268
   0 14 27       31.2425     167.608
   0 14 28       31.3099     166.952
   0 14 29       31.3805     166.298
   0 14 30       31.4544     165.647
   0 14 31       31.5315     165.000
   0 15  0       31.0821     185.809
   0 15  1       31.0555     185.143
   0 15  2       31.0324     184.475
   0 15  3       31.0127     183.806
   0 15  4       30.9964     183.136
   0 15  5       30.9835     182.464
   0 15  6       30.9742     181.791
   0 15  7       30.9683     181.117
   0 15  8       30.9659     180.443
   0 15  9       30.9671     179.768
   0 15 10       30.9717     179.092
   0 15 11       30.9799     178.417
   0 15 12       30.9915     177.741
   0 15 13       31.0067     177.066
   0 15 14       31.0255     176.391
   0 15 15       31.0477     175.716
   0 15 16       31.0735     175.042
   0 15 17       31.1027     174.370
   0 15 18       31.1355     173.698
   0 15 19       31.1717     173.028
   0 15 20       31.2114     172.359
   0 15 21       31.2545     171.692
   0 15 22       31.3011     171.027
   0 15 23       31.3510     170.363
   0 15 24       31.4044     169.702
   0 15 25       31.4611     169.043
   0 15 26       31.5211     168.387
   0 15 27       31.5845     167.734
   0 15 28       31.6511     167.083
   0 15 29       31.7210     166.435
   0 15 30       31.7940     165.790
   0 15 31       31.8702     165.149
   0 16  0       31.4274     185.754
   0 16  1       31.4013     185.095
   0 16  2       31.3786     184.434
   0 16  3       31.3593     183.772
   0 16  4       31.3434     183.108
   0 16  5       31.3309     182.443
   0 16  6       31.3218     181.777
   0 16  7       31.3161     181.110
   0 16  8       31.3139     180.442
   0 16  9       31.3151     179.773
   0 16 10       31.3198     179.105
   0 16 11       31.3280     178.436
   0 16 12       31.3397     177.767
   0 16 13       31.3548     177.098
   0 16 14       31.3734     176.430
   0 16 15       31.3955     175.762
   0 16 16       31.4210     175.095
   0 16 17       31.4500     174.429
   0 16 18       31.4824     173.764
   0 16 19       31.5183     173.100
   0 16 20       31.5576     172.438
   0 16 21       31.6003     171.777
   0 16 22       31.6463     171.118
   0 16 23       31.6958     170.462
   0 16 24       31.7485     169.807
   0 16 25       31.8046     169.154
   0 16 26       31.8640     168.504
   0 16 27       31.9266     167.856
   0 16 28       31.9925     167.212
   0 16 29       32.0615     166.570
   0 16 30       32.1338     165.931
   0 16 31       32.2091     165.295
   0 17  0       31.7727     185.701
   0 17  1       31.7472     185.049
   0 17  2       31.7249     184.394
   0 17  3       31.7060     183.738
   0 17  4       31.6904     183.081
   0 17  5       31.6782     182.422
   0 17  6       31.6693     181.763
   0 17  7       31.6639     181.102
   0 17  8       31.6618     180.441
   0 17  9       31.6632     179.779
   0 17 10       31.6680     179.117
   0 17 11       31.6762     178.455
   0 17 12       31.6878     177.792
   0 17 13       31.7028     177.130
   0 17 14       31.7213     176.469
   0 17 15       31.7432     175.807
   0 17 16       31.7686     175.147
   0 17 17       31.7973     174.487
   0 17 18       31.8294     173.829
   0 17 19       31.8649     173.172
   0 17 20       31.9038     172.516
   0 17 21       31.9461     171.861
   0 17 22       31.9916     171.209
   0 17 23       32.0405     170.558
   0 17 24       32.0927     169.909
   0 17 25       32.1482     169.263
   0 17 26       32.2069     168.619
   0 17 27       32.2689     167.977
   0 17 28       32.3340     167.338
   0 17 29       32.4023     166.702
   0 17 30       32.4737     166.069
   0 17 31       32.5482     165.438
   0 18  0       32.1181     185.650
   0 18  1       32.0930     185.003
   0 18  2       32.0712     184.355
   0 18  3       32.0526     183.705
   0 18  4       32.0374     183.054
   0 18  5       32.0255     182.402
   0 18  6       32.0169     181.749
   0 18  7       32.0116     181.095
   0 18  8       32.0097     180.440
   0 18  9       32.0112     179.785
   0 18 10       32.0161     179.129
   0 18 11       32.0243     178.473
   0 18 12       32.0359     177.818
   0 18 13       32.0509     177.162
   0 18 14       32.0692     176.507
   0 18 15       32.0910     175.852
   0 18 16       32.1161     175.198
   0 18 17       32.1446     174.545
   0 18 18       32.1764     173.892
   0 18 19       32.2116     173.241
   0 18 20       32.2501     172.592
   0 18 21       32.2919     171.944
   0 18 22       32.3370     171.297
   0 18 23       32.3854     170.652
   0 18 24       32.4370     170.010
   0 18 25       32.4919     169.369
   0 18 26       32.5499     168.731
   0 18 27       32.6112     168.095
   0 18 28       32.6756     167.462
   0 18 29       32.7431     166.832
   0 18 30       32.8137     166.204
   0 18 31       32.8874     165.579
   0 19  0       32.4634     185.599
   0 19  1       32.4388     184.958
   0 19  2       32.4174     184.316
   0 19  3       32.3992     183.673
   0 19  4       32.3843     183.028
   0 19  5       32.3727     182.382
   0 19  6       32.3644     181.735
   0 19  7       32.3593     181.087
   0 19  8       32.3576     180.439
   0 19  9       32.3592     179.790
   0 19 10       32.3641     179.141
   0 19 11       32.3724     178.491
   0 19 12       32.3839     177.842
   0 19 13       32.3989     177.193
   0 19 14       32.4171     176.544
   0 19 15       32.4387     175.895
   0 19 16       32.4636     175.248
   0 19 17       32.4918     174.601
   0 19 18       32.5234     173.955
   0 19 19       32.5582     173.310
   0 19 20       32.5963     172.666
   0 19 21       32.6377     172.024
   0 19 22       32.6824     171.384
   0 19 23       32.7302     170.745
   0 19 24       32.7813     170.108
   0 19 25       32.8356     169.474
   0 19 26       32.8930     168.841
   0 19 27       32.9536     168.211
   0 19 28       33.0173     167.584
   0 19 29       33.0840     166.959
   0 19 30       33.1539     166.337
   0 19 31       33.2267     165.717
   0 20  0       32.8087     185.549
   0 20  1       32.7845     184.914
   0 20  2       32.7635     184.278
   0 20  3       32.7458     183.641
   0 20  4       32.7312     183.002
   0 20  5       32.7199     182.363
   0 20  6       32.7118     181.722
   0 20  7       32.7069     181.080
   0 20  8       32.7054     180.438
   0 20  9       32.7071     179.796
   0 20 10       32.7121     179.152
   0 20 11       32.7204     178.509
   0 20 12       32.7319     177.866
   0 20 13       32.7468     177.223
   0 20 14       32.7649     176.580
   0 20 15       32.7864     175.938
   0 20 16       32.8111     175.296
   0 20 17       32.8391     174.656
   0 20 18       32.8703     174.016
   0 20 19       32.9048     173.377
   0 20 20       32.9426     172.739
   0 20 21       32.9835     172.103
   0 20 22       33.0277     171.469
   0 20 23       33.0751     170.836
   0 20 24       33.1256     170.205
   0 20 25       33.1793     169.576
   0 20 26       33.2361     168.950
   0 20 27       33.2960     168.325
   0 20 28       33.3590     167.703
   0 20 29       33.4250     167.084
   0 20 30       33.4940     166.467
   0 20 31       33.5661     165.853
   0 21  0       33.1538     185.500
   0 21  1       33.1302     184.871
   0 21  2       33.1096     184.241
   0 21  3       33.0922     183.610
   0 21  4       33.0780     182.977
   0 21  5       33.0669     182.344
   0 21  6       33.0591     181.709
   0 21  7       33.0545     181.073
   0 21  8       33.0531     180.437
   0 21  9       33.0549     179.801
   0 21 10       33.0600     179.164
   0 21 11       33.0683     178.527
   0 21 12       33.0798     177.890
   0 21 13       33.0946     177.253
   0 21 14       33.1126     176.616
   0 21 15       33.1339     175.980
   0 21 16       33.1584     175.344
   0 21 17       33.1862     174.710
   0 21 18       33.2172     174.076
   0 21 19       33.2513     173.443
   0 21 20       33.2887     172.811
   0 21 21       33.3293     172.181
   0 21 22       33.3730     171.552
   0 21 23       33.4199     170.925
   0 21 24       33.4699     170.300
   0 21 25       33.5230     169.677
   0 21 26       33.5792     169.056
   0 21 27       33.6384     168.437
   0 21 28       33.7007     167.820
   0 21 29       33.7660     167.206
   0 21 30       33.8343     166.595
   0 21 31       33.9055     165.986
   0 22  0       33.4989     185.451
   0 22  1       33.4757     184.829
   0 22  2       33.4556     184.205
   0 22  3       33.4385     183.579
   0 22  4       33.4246     182.953
   0 22  5       33.4139     182.325
   0 22  6       33.4063     181.696
   0 22  7       33.4019     181.067
   0 22  8       33.4006     180.436
   0 22  9       33.4026     179.806
   0 22 10       33.4077     179.175
   0 22 11       33.4160     178.544
   0 22 12       33.4276     177.913
   0 22 13       33.4423     177.282
   0 22 14       33.4602     176.651
   0 22 15       33.4814     176.021
   0 22 16       33.5057     175.391
   0 22 17       33.5332     174.762
   0 22 18       33.5639     174.135
   0 22 19       33.5978     173.508
   0 22 20       33.6348     172.882
   0 22 21       33.6749     172.257
   0 22 22       33.7182     171.634
   0 22 23       33.7646     171.013
   0 22 24       33.8141     170.394
   0 22 25       33.8666     169.776
   0 22 26       33.9222     169.160
   0 22 27       33.9808     168.547
   0 22 28       34.0424     167.936
   0 22 29       34.1070     167.327
   0 22 30       34.1745     166.721
   0 22 31       34.2449     166.117
   0 23  0       33.8438     185.404
   0 23  1       33.8211     184.787
   0 23  2       33.8014     184.169
   0 23  3       33.7847     183.549
   0 23  4       33.7711     182.928
   0 23  5       33.7607     182.306
   0 23  6       33.7533     181.683
   0 23  7       33.7491     181.060
   0 23  8       33.7480     180.436
   0 23  9       33.7501     179.811
   0 23 10       33.7553     179.186
   0 23 11       33.7637     178.561
   0 23 12       33.7752     177.936
   0 23 13       33.7899     177.310
   0 23 14       33.8077     176.686
   0 23 15       33.8287     176.061
   0 23 16       33.8528     175.438
   0 23 17       33.8801     174.814
   0 23 18       33.9105     174.192
   0 23 19       33.9441     173.571
   0 23 20       33.9807     172.951
   0 23 21       34.0205     172.332
   0 23 22       34.0633     171.715
   0 23 23       34.1092     171.099
   0 23 24       34.1582     170.485
   0 23 25       34.2102     169.873
   0 23 26       34.2652     169.263
   0 23 27       34.3231     168.655
   0 23 28       34.3841     168.049
   0 23 29       34.4479     167.445
   0 23 30       34.5147     166.844
   0 23 31       34.5843     166.246
   0 24  0       34.1886     185.358
   0 24  1       34.1663     184.746
   0 24  2       34.1470     184.134
   0 24  3       34.1307     183.520
   0 24  4       34.1175     182.904
   0 24  5       34.1073     182.288
   0 24  6       34.1002     181.671
   0 24  7       34.0962     181.053
   0 24  8       34.0952     180.435
   0 24  9       34.0974     179.816
   0 24 10       34.1027     179.197
   0 24 11       34.1111     178.577
   0 24 12       34.1226     177.958
   0 24 13       34.1372     177.339
   0 24 14       34.1550     176.720
   0 24 15       34.1758     176.101
   0 24 16       34.1998     175.483
   0 24 17       34.2268     174.865
   0 24 18       34.2570     174.249
   0 24 19       34.2902     173.633
   0 24 20       34.3265     173.019
   0 24 21       34.3659     172.406
   0 24 22       34.4083     171.794
   0 24 23       34.4538     171.184
   0 24 24       34.5022     170.575
   0 24 25       34.5536     169.968
   0 24 26       34.6080     169.363
   0 24 27       34.6654     168.760
   0 24 28       34.7256     168.160
   0 24 29       34.7888     167.561
   0 24 30       34.8548     166.965
   0 24 31       34.9237     166.372
   0 25  0       34.5332     185.312
   0 25  1       34.5113     184.706
   0 25  2       34.4924     184.099
   0 25  3       34.4765     183.491
   0 25  4       34.4636     182.881
   0 25  5       34.4537     182.270
   0 25  6       34.4468     181.659
   0 25  7       34.4430     181.047
   0 25  8       34.4423     180.434
   0 25  9       34.4445     179.821
   0 25 10       34.4499     179.207
   0 25 11       34.4583     178.593
   0 25 12       34.4698     177.980
   0 25 13       34.4844     177.366
   0 25 14       34.5021     176.753
   0 25 15       34.5228     176.140
   0 25 16       34.5466     175.527
   0 25 17       34.5734     174.916
   0 25 18       34.6033     174.305
   0 25 19       34.6362     173.695
   0 25 20       34.6722     173.086
   0 25 21       34.7112     172.478
   0 25 22       34.7532     171.872
   0 25 23       34.7981     171.267
   0 25 24       34.8461     170.663
   0 25 25       34.8970     170.062
   0 25 26       34.9508     169.462
   0 25 27       35.0075     168.864
   0 25 28       35.0671     168.269
   0 25 29       35.1296     167.676
   0 25 30       35.1949     167.084
   0 25 31       35.2630     166.496
   0 26  0       34.8776     185.267
   0 26  1       34.8562     184.667
   0 26  2       34.8377     184.065
   0 26  3       34.8221     183.462
   0 26  4       34.8095     182.858
   0 26  5       34.7999     182.253
   0 26  6       34.7933     181.647
   0 26  7       34.7896     181.040
   0 26  8       34.7890     180.433
   0 26  9       34.7914     179.826
   0 26 10       34.7969     179.218
   0 26 11       34.8053     178.609
   0 26 12       34.8168     178.001
   0 26 13       34.8314     177.393
   0 26 14       34.8489     176.785
   0 26 15       34.8695     176.178
   0 26 16       34.8931     175.571
   0 26 17       34.9197     174.965
   0 26 18       34.9494     174.359
   0 26 19       34.9820     173.755
   0 26 20       35.0176     173.151
   0 26 21       35.0562     172.549
   0 26 22       35.0978     171.948
   0 26 23       35.1423     171.348
   0 26 24       35.1898     170.750
   0 26 25       35.2401     170.154
   0 26 26       35.2934     169.559
   0 26 27       35.3495     168.967
   0 26 28       35.4085     168.376
   0 26 29       35.4703     167.788
   0 26 30       35.5348     167.202
   0 26 31       35.6022     166.618
   0 27  0       35.2217     185.224
   0 27  1       35.2007     184.628
   0 27  2       35.1826     184.032
   0 27  3       35.1674     183.434
   0 27  4       35.1552     182.836
   0 27  5       35.1458     182.236
   0 27  6       35.1394     181.635
   0 27  7       35.1360     181.034
