*telnum  csinum       CsI V        err_CsI V      energy  corrected_err_energy
    5      1    0.328252       0.00203095     44.4365          3.54552
    5      1    0.309261       0.00118298     41.8241          3.40873
    5      1    0.296621       0.00108933     39.2104          3.27484
    5      1    0.278164      0.000464941     36.5974          3.14463
    5      2    0.270921       0.00144548     33.5511          2.99866
    5      2     0.24959      0.000557881     30.9417          2.87997
    5      2    0.232197      0.000951976      28.332          2.76894
    5      2    0.209782      0.000805424     25.7181          2.66784
    5      3    0.386346      0.000888153      35.074          3.07073
    5      3    0.363392      0.000886372     32.6812          2.95835
    5      3    0.339515         0.001867     30.2894           2.8514
    5      3    0.318914        0.0217081     27.8968          2.75133
    6      0    0.246344      0.000567045     40.7928           3.3485
    6      0    0.231766       0.00119113     38.1824          3.21566
    6      0    0.220047      0.000542621     35.5736          3.08683
    6      0    0.201259       0.00332222     32.9671            2.963
    6      1    0.243295        0.0023198       37.53          3.18306
    6      1    0.228749      0.000712029     34.9217          3.05535
    6      1    0.210958       0.00087078     32.3158          2.93294
    6      1     0.19564       0.00219307     29.7114          2.81721
    6      2     0.17144        0.0061795     26.8887          2.70145
    6      2    0.156533       0.00111819     24.2762          2.60633
    6      2    0.139728      0.000837808     21.6478          2.52669
    6      2    0.124707       0.00144248      18.988          2.46932
    6      3    0.185105       0.00698076     30.3625           2.8454
    6      3    0.170973       0.00123258     27.5405          2.72711
    6      3    0.155609       0.00095084     24.7124          2.62124
    6      3    0.136789      0.000735385     21.8677           2.5326
    7      0    0.200074       0.00785843     31.5518          2.88524
    7      0    0.181468      0.000521926     28.7385          2.76184
    7      0    0.165852      0.000762333     25.9234          2.64922
    7      0    0.144163      0.000679041     23.0986          2.55105
    7      1    0.182782       0.00753694     26.5735          2.67407
    7      1    0.163677      0.000910427     23.7519          2.57216
    7      1    0.144805       0.00108362     20.9106          2.48921
    7      1    0.127499      0.000956361     18.0281          2.43471
    7      2    0.115063       0.00104429     17.1277          2.42625
    7      2   0.0957905      0.000375332     14.1296          2.44129
    7      2   0.0747802      0.000683566     10.9445          2.57311
    7      2   0.0462942       0.00111935     7.36361          3.14792
    7      3     0.13882      0.000463195     20.9106          2.48921
    7      3    0.121737      0.000401112     18.0281          2.43471
    7      3    0.101981      0.000322811     15.0664          2.42799
    7      3   0.0822193       0.00089584     11.9531          2.51422
    8      0   0.0469813       0.00033137     8.67499           2.9498
    8      0   0.0363824        0.0015521     7.17467          3.36493
    8      0   0.0265851      0.000491266     5.48725          4.83888
    8      1   0.0452579      0.000619795      9.5185          2.81019
    8      1   0.0339426      0.000714536     7.79174          3.15841
    8      1   0.0259908       0.00172833     5.84601          4.23346
    9      0   0.0403701      0.000553683     9.52709          2.80765
    9      0   0.0253789      0.000745037     7.80171          3.15381
    9      0   0.0106203       0.00137423     5.85833          4.21558
    9      1   0.0474972      0.000445389     9.52709          2.80765
    9      1   0.0351366      0.000681326     7.80171          3.15381
    9      1    0.023715       0.00268587     5.85833          4.21558
   10      0   0.0447497       0.00101865     9.26674          2.75649
   10      0   0.0344747        0.0014372     7.55203           3.1103
   10      0    0.025778      0.000732321     5.61312          4.27149
   10      1   0.0334114       0.00303784     7.84978          3.02848
   10      1   0.0239223      0.000861287     6.29469          3.65063
   10      1    0.019732      0.000642278     4.48874          4.49464
