*telnum  csinum     ch      err_ch       theta(deg)  theta_min (deg)   theta_max      energy  err_energy       CsI V  err_CsI V
    6      0  256.972     3.42682           52.665           52.445      52.885     32.9671     1.67427    0.201259  0.00332222  
    6      1    296     2.31712           50.355           50.135      50.575       37.53     1.78366    0.243295   0.0023198  
    6      1  281.436    0.714445           51.675           51.455      51.895     34.9217      1.7202    0.228749  0.000712029  
    6      1  263.525    0.879439           52.995           52.775      53.215     32.3158     1.65931    0.210958  0.00087078  
    6      1  248.001     2.22914           54.315           54.095      54.535     29.7114     1.60176     0.19564  0.00219307  
    6      2  240.143     6.57039           55.745           55.525      55.965     26.8887     1.54435     0.17144   0.0061795  
    6      2  224.31     1.18799           57.065           56.845      57.285     24.2762     1.49752    0.156533  0.00111819  
    6      2  206.418    0.893881           58.385           58.165      58.605     21.6478       1.459    0.139728  0.000837808  
    6      2  190.373      1.5416           59.705           59.485      59.925      18.988     1.43252    0.124707  0.00144248  
    6      3  257.562     7.25548           53.985           53.765      54.205     30.3625     1.61576    0.185105  0.00698076  
    6      3  242.974     1.26858           55.415           55.195      55.635     27.5405     1.55704    0.170973  0.00123258  
    6      3  227.189    0.976307           56.845           56.625      57.065     24.7124     1.50483    0.155609  0.00095084  
    6      3  207.834    0.757718           58.275           58.055      58.495     21.8677     1.46182    0.136789  0.000735385  
    7      0  280.956     8.19202           53.435           53.215      53.655     31.5518     1.63519    0.200074  0.00785843  
    7      0  261.731    0.536206           54.865           54.645      55.085     28.7385     1.57377    0.181468  0.000521926  
    7      0  245.75    0.777742           56.295           56.075      56.515     25.9234     1.51795    0.165852  0.000762333  
    7      0  223.687    0.689573           57.725           57.505      57.945     23.0986     1.46976    0.144163  0.000679041  
    7      1  254.96     7.87391           55.965           55.745      56.185     26.5735     1.53023    0.182782  0.00753694  
    7      1  235.114    0.943698           57.395           57.175      57.615     23.7519     1.48006    0.163677  0.000910427  
    7      1  215.546     1.12499           58.825           58.605      59.045     20.9106     1.44009    0.144805  0.00108362  
    7      1  197.56    0.994486           60.255           60.035      60.475     18.0281     1.41554    0.127499  0.000956361  
    7      2  205.089     1.09878           60.695           60.475      60.915     17.1277     1.41252    0.115063  0.00104429  
    7      2  184.908    0.391849           62.125           61.905      62.345     14.1296     1.42564   0.0957905  0.000375332  
    7      2  162.432    0.741552           63.555           63.335      63.775     10.9445     1.50202   0.0747802  0.000683566  
    7      2  133.34    0.959603           64.985           64.765      65.205     7.36361     1.77542   0.0462942  0.00111935  
    7      3  198.319    0.461445           58.825           58.605      59.045     20.9106     1.44009     0.13882  0.000463195  
    7      3  181.403    0.395157           60.255           60.035      60.475     18.0281     1.41554    0.121737  0.000401112  
    7      3  162.033    0.315235           61.685           61.465      61.905     15.0664     1.41691    0.101981  0.000322811  
    7      3  142.434    0.848071           63.115           62.895      63.335     11.9531     1.46886   0.0822193  0.00089584  
    8      0  121.903    0.402634           64.215           63.995      64.435     8.67499      1.6894   0.0469813  0.00033137  
    8      0  109.025     1.88589           64.765           64.545      64.985     7.17467     1.87357   0.0363824   0.0015521  
    8      0  97.1208    0.596918           65.315           65.095      65.535     5.48725     2.28423   0.0265851  0.000491266  
    8      1  153.114    0.710867           63.885           63.665      64.105      9.5185     1.62154   0.0452579  0.000619795  
    8      1  140.136    0.819529           64.545           64.325      64.765     7.79174     1.78526   0.0339426  0.000714536  
    8      1  131.016     1.98229           65.205           64.985      65.425     5.84601     2.16531   0.0259908  0.00172833  
    9      0  143.634    0.582918           63.885           63.665      64.105     9.52709     1.62025   0.0403701  0.000553683  
    9      0  127.852    0.784375           64.545           64.325      64.765     7.80171     1.78316   0.0253789  0.000745037  
    9      0  112.314     1.44679           65.205           64.985      65.425     5.85833     2.16044   0.0106203  0.00137423  
    9      1  122.803    0.513682           63.885           63.665      64.105     9.52709     1.62025   0.0474972  0.000445389  
    9      1  108.547    0.785796           64.545           64.325      64.765     7.80171     1.78316   0.0351366  0.000681326  
    9      1  95.374      3.0977           65.205           64.985      65.425     5.85833     2.16044    0.023715  0.00268587  
   10      0  128.259     1.26578           64.215           63.995      64.435     9.26674     1.59361   0.0447497  0.00101865  
   10      0  115.491     1.78587           64.875           64.655      65.095     7.55203     1.75967   0.0344747   0.0014372  
   10      0  104.684    0.909982           65.535           65.315      65.755     5.61312     2.15558    0.025778  0.000732321  
   10      1  117.199      3.4017           64.765           64.545      64.985     7.84978     1.72301   0.0334114  0.00303784  
   10      1  106.573     0.96445           65.315           65.095      65.535     6.29469     1.97435   0.0239223  0.000861287  
   10      1  101.881    0.719209           65.865           65.645      66.085     4.48874     2.70187    0.019732  0.000642278  
