*telnum  csinum     ch      err_ch       theta(deg)  theta_min (deg)   theta_max      energy  err_energy       CsI V  err_CsI V
    3      3  572.743     10.2169           45.075           44.855      45.295     68.7887     2.01364    0.445724  0.00885092  
    3      3  546.728     1.33878           46.395           46.175      46.615     65.2464     1.94608    0.423168  0.00116121  
    3      3  523.623     1.53367           47.715           47.495      47.935     61.7125     1.87848    0.403126  0.00133026  
    3      3  500.371     1.92846           49.035           48.815      49.255     58.1925     1.81104    0.382965  0.00167172  
    4      0  524.761     1.88169           46.065           45.845      46.285     66.0919     1.96392     0.40441  0.00175414  
    4      0  507.521    0.677058           47.275           47.055      47.495     62.8481     1.90199    0.388326  0.000632058  
    4      0  489.321    0.526169           48.485           48.265      48.705     59.6143     1.84015    0.371345  0.000490277  
    4      0  467.815    0.462779           49.695           49.475      49.915     56.3946     1.77859    0.351378  0.000427741  
    4      1  512.829     1.08528           45.735           45.515      45.955     66.9777     1.98079    0.411484  0.000977218  
    4      1  494.3    0.697067           46.945           46.725      47.165     63.7319     1.91888    0.394809  0.000626937  
    4      1  481.736     7.08963           48.155           47.935      48.375      60.495       1.857    0.383514  0.00637309  
    4      1  456.39      1.4234           49.365           49.145      49.585     57.2711     1.79534    0.360733  0.00127964  
    4      2  416.237     0.60629           51.345           51.125      51.565     52.0335     1.69545    0.358935  0.000640527  
    4      2  402.231    0.560388           52.445           52.225      52.665     49.1486     1.64082    0.344074  0.000597824  
    4      2  385.322    0.442534           53.545           53.325      53.765     46.2841     1.58703    0.325911  0.000477761  
    4      2  369.078    0.781805           54.645           54.425      54.865     43.4415     1.53431    0.308328  0.000847426  
    4      2  354.63     7.92902           55.745           55.525      55.965     40.6221     1.48296    0.292678  0.00858331  
    4      3  416.117    0.514529           51.565           51.345      51.785      51.455     1.68445    0.348459  0.000519918  
    4      3  400.177    0.467434           52.775           52.555      52.995      48.287     1.62457    0.332231  0.000478913  
    4      3  376.838     0.34879           53.985           53.765      54.205     45.1443     1.56578    0.308165  0.000361207  
    4      3  360.709     2.09826           55.195           54.975      55.415     42.0288     1.50844    0.291449  0.00217432  
    5      0  497.727    0.503749           46.065           45.845      46.285     66.1016      1.9637    0.425165  0.000502606  
    5      0  484.8     2.84715           47.275           47.055      47.495     62.8581     1.90175    0.412289  0.00283144  
    5      0  462.09     1.00144           48.485           48.265      48.705     59.6248     1.83989    0.389873  0.000980474  
    5      0    444     1.49699           49.695           49.475      49.915     56.4056     1.77832    0.372253  0.00145379  
    5      1  564.988      0.6245           46.835           46.615      47.055     64.0366     1.92428    0.476237  0.000603791  
    5      1  546.569    0.991702           48.045           47.825      48.265     60.7991     1.86237    0.458465  0.000953797  
    5      1  523.04    0.798586           49.255           49.035      49.475     57.5743     1.80068    0.436027  0.000754722  
    5      1  500.254     0.84912           50.465           50.245      50.685      54.366     1.73934    0.414599  0.000797111  
    5      1  481.087     8.71204           51.675           51.455      51.895     51.1778     1.67866    0.396547  0.00822488  
    5      2  453.005     1.03516           52.445           52.225      52.665     49.1608     1.64049    0.402671   0.0010526  
    5      2  431.596    0.905844           53.655           53.435      53.875     46.0117     1.58133    0.380758  0.00093188  
    5      2  410.731    0.470302           54.865           54.645      55.085     42.8894     1.52352    0.359302  0.000482083  
    5      2  388.093     1.38147           56.075           55.855      56.295     39.7952     1.46739    0.336327  0.00138725  
    5      3  709.233    0.841338           51.675           51.455      51.895     51.1778     1.67866    0.579097  0.000766854  
    5      3  678.322     1.18532           52.885           52.665      53.105     48.0127     1.61883     0.55097  0.00107483  
    5      3  641.044    0.790956           54.095           53.875      54.315     44.8731     1.56014    0.517411  0.000709266  
    5      3  611.8     12.8297           55.305           55.085      55.525     41.7609     1.50289    0.491095   0.0115788  
    6      0  419.081    0.806711           48.595           48.375      48.815     59.3745     1.83323    0.360041  0.000774919  
    6      0  399.828    0.623325           49.915           49.695      50.135     55.8671     1.76603    0.341427  0.00060742  
    6      0  378.853    0.593658           51.235           51.015      51.455      52.382      1.6994    0.320833  0.000585756  
    6      0  362.888    0.410491           52.555           52.335      52.775     48.9234     1.63369    0.305063  0.000405425  
    6      0  342.041     8.35474           53.875           53.655      54.095     45.4948     1.56921    0.284543  0.00820505  
    6      1  409.916    0.861234           50.465           50.245      50.685      54.412     1.73816    0.355805  0.000856434  
    6      1  387.555    0.309073           51.895           51.675      52.115     50.6492     1.66642    0.333785  0.000301635  
    6      1  366.297    0.272077           53.325           53.105      53.545     46.9196     1.59591    0.313103  0.000264709  
    6      1  343.907    0.721529           54.755           54.535      54.975     43.2272     1.52713    0.291174  0.000713014  
    6      2  337.143    0.475857           55.635           55.415      55.855     40.9746     1.48586    0.261648  0.000447644  
    6      2  318.792    0.458082           56.955           56.735      57.175     37.6245     1.42598    0.244481  0.000425909  
    6      2  298.081    0.752384           58.275           58.055      58.495     34.3083     1.36905    0.225328  0.000693514  
    6      2  276.771    0.285028           59.595           59.375      59.815     31.0234     1.31598     0.20567  0.000263693  
    6      2  259.642     7.31498           60.915           60.695      61.135     27.7639     1.26803    0.189741  0.00682398  
    6      3  353.953    0.370035           53.985           53.765      54.205     45.2106     1.56391    0.277134  0.000360728  
    6      3  339.393     0.39767           55.305           55.085      55.525     41.8175     1.50122    0.262977  0.000385388  
    6      3  318.785    0.872197           56.625           56.405      56.845     38.4587     1.44069    0.243172  0.000830333  
    6      3  300.072    0.261435           57.945           57.725      58.165     35.1343     1.38296    0.225476  0.000246253  
    7      0  374.719     1.36938           53.545           53.325      53.765     46.4256     1.58308    0.290994  0.00134982  
    7      0  353.163    0.364078           54.975           54.755      55.195     42.7443     1.51434    0.269742  0.00035828  
    7      0  336.368    0.578014           56.405           56.185      56.625     39.1039     1.44795    0.253285  0.000563385  
    7      0  311.595     2.21602           57.835           57.615      58.055     35.5048     1.38459    0.229389  0.00212179  
    7      1  346.543     1.21715           55.965           55.745      56.185     40.2196     1.46808    0.269854  0.00117942  
    7      1  324.316    0.353296           57.395           57.175      57.615     36.6079     1.40369    0.248447  0.000337521  
    7      1  301.179    0.394396           58.825           58.605      59.045     33.0365     1.34303    0.226543  0.000371178  
    7      1  278.835    0.419386           60.255           60.035      60.475      29.501     1.28726    0.205511  0.000395955  
    7      2  282.668    0.545111           60.805           60.585      61.025     28.1489      1.2675    0.188779  0.000521402  
    7      2  265.186    0.187448           62.235           62.015      62.455     24.6462     1.22193    0.172087  0.000178661  
    7      2  241.819    0.153771           63.665           63.445      63.885     21.1429     1.18809    0.149872  0.000145823  
    7      2  218.908    0.152624           65.095           64.875      65.315     17.6002     1.17341    0.128173  0.000144568  
    7      3  281.51    0.357785           58.605           58.385      58.825     33.5834     1.35206    0.221726  0.000363315  
    7      3  263.885     0.70628           60.035           59.815      60.255     30.0429     1.29545    0.203901  0.000710369  
    7      3  242.917    0.163728           61.465           61.245      61.685     26.5307     1.24534    0.183015  0.000161865  
    7      3  221.219      0.4182           62.895           62.675      63.115     23.0312     1.20457    0.161607  0.000413031  
    8      0  226.506     0.36046           64.325           64.105      64.545     19.1327     1.19803    0.131047  0.000301556  
    8      0  209.689    0.198505           65.205           64.985      65.425     16.9021       1.198    0.116978  0.000166066  
    8      0  195.826    0.222571           66.085           65.865      66.305     14.6156     1.21451    0.105381   0.0001862  
    8      0  177.591   0.0985468           66.965           66.745      67.185     12.2341     1.25931   0.0901257  8.24429e-05  
    8      0  175.445    0.250388           67.845           67.625      68.065     9.68622     1.35496   0.0883307  0.000209471  
    8      1  264.392     0.32086           63.665           63.445      63.885     20.7836     1.20531    0.142495  0.000320668  
    8      1  253.049    0.303383           64.325           64.105      64.545     19.1327     1.19803     0.13116  0.000303201  
    8      1  242.763    0.196019           64.985           64.765      65.205     17.4639     1.19675     0.12088  0.000195902  
    8      1  232.068    0.131619           65.645           65.425      65.865     15.7679     1.20368    0.110191  0.000131541  
    8      1  229.898     18.2831           66.305           66.085      66.525     14.0313      1.2225    0.108022   0.0182721  
    9      0  240.913    0.197749           63.885           63.665      64.105     20.2396     1.20208    0.135092  0.000173464  
    9      0  224.421    0.245613           64.655           64.435      64.875     18.3063     1.19627    0.120626  0.00021545  
    9      0  210.335    0.225842           65.425           65.205      65.645     16.3426     1.19991    0.108269  0.000198107  
    9      0  200.786   0.0772331           66.195           65.975      66.415     14.3305     1.21777   0.0998933  6.77483e-05  
    9      0  199.277  8.82688e-08           66.965           66.745      67.185     12.2412     1.25868   0.0985695  7.74288e-11  
    9      1  214.099    0.672542           63.885           63.665      64.105     20.2396     1.20208    0.126656  0.000583129  
    9      1  202.445    0.254349           64.655           64.435      64.875     18.3063     1.19627    0.116551  0.000220534  
    9      1  192.485    0.274183           65.425           65.205      65.645     16.3426     1.19991    0.107915  0.000237731  
    9      1  177.159   0.0937711           66.195           65.975      66.415     14.3305     1.21777   0.0946269  8.13045e-05  
    9      1  174.95    0.194661           66.965           66.745      67.185     12.2412     1.25868    0.092712  0.000168781  
   10      0  232.038    0.208889           64.325           64.105      64.545     19.4616       1.181    0.125987  0.000183004  
   10      0  219.246    0.247486           65.205           64.985      65.425     17.2644     1.17683     0.11478  0.000216818  
   10      0  200.738    0.203185           66.085           65.865      66.305     15.0208     1.18692    0.098566  0.000178007  
   10      0  180.424    0.460657           66.965           66.745      67.185     12.6975     1.22065   0.0807688  0.000403574  
   10      0  176.327    0.197952           67.845           67.625      68.065      10.235     1.29493   0.0771801  0.000173423  
   10      1  219.59    0.207741           64.875           64.655      65.095     18.0924     1.17701    0.124851  0.00018552  
   10      1  208.561    0.174514           65.535           65.315      65.755     16.4299     1.17859    0.115001  0.000155847  
   10      1  197.32    0.289728           66.195           65.975      66.415     14.7356     1.18957    0.104962  0.000258737  
   10      1  191.696    0.274504           66.855           66.635      67.075      12.994     1.21478   0.0999401  0.000245141  
   10      1  193.743     6.37289           67.515           67.295      67.735     11.1809     1.26301    0.101768  0.00569121  
