*telnum  csinum     ch      err_ch       theta(deg)  theta_min (deg)   theta_max      energy  err_energy       CsI V  err_CsI V
    3      1  319.195    0.609502           46.505           46.285      46.725     44.9192     2.22575    0.294178  0.00073766  
    3      1  306.539    0.652884           47.935           47.715      48.155      42.107     2.14044    0.278971  0.000780545  
    3      1  294.9    0.567901           49.365           49.145      49.585     39.2935      2.0567    0.265083  0.000677392  
    3      2  232.515    0.583161           48.375           48.155      48.595     41.2413     2.11448    0.191098  0.000707573  
    3      2  222.88    0.265679           49.915           49.695      50.135     38.2117     2.02502    0.179431  0.000320942  
    3      2  212.716    0.339188           51.455           51.235      51.675     35.1845     1.93836    0.167199  0.00040655  
    3      2  202.034    0.242916           52.995           52.775      53.215     32.1612     1.85553     0.15447  0.000287687  
    3      3  318.413     2.68811           44.635           44.415      44.855     48.5891     2.33882    0.309591  0.00322551  
    3      3  305.214    0.757402           46.175           45.955      46.395     45.5677     2.24561    0.293735  0.000909704  
    3      3  291.47    0.740425           47.715           47.495      47.935     42.5398     2.15349    0.277269  0.000884151  
    3      3  277.115     1.96856           49.255           49.035      49.475     39.5099     2.06307    0.260234  0.00232198  
    4      0  385.076    0.552306           45.845           45.625      46.065     46.1636     2.26764    0.275288  0.000514879  
    4      0  371.641    0.510298           47.055           46.835      47.275     43.7834     2.19506    0.262742  0.000477012  
    4      0  357.146    0.372609           48.265           48.045      48.485     41.4007     2.12339    0.249192  0.000348153  
    4      0  342.377    0.352965           49.475           49.255      49.695     39.0174     2.05296    0.235411  0.000328912  
    4      1  364.539    0.870666           45.735           45.515      45.955     46.3798     2.27427    0.277869  0.000785884  
    4      1  350.2    0.389498           46.945           46.725      47.165          44     2.20163    0.264956  0.000349872  
    4      1  335.72     2.62514           48.155           47.935      48.375     41.6174     2.12986    0.251998   0.0023412  
    4      1  318.888    0.734751           49.365           49.145      49.585      39.234      2.0593    0.237084  0.000647937  
    4      2  299.409    0.631815           51.345           51.125      51.565      35.336     1.94743    0.232844  0.000689096  
    4      2  288.373    0.336968           52.555           52.335      52.775     32.9563     1.88204    0.220821  0.000366393  
    4      2  272.309    0.606302           53.765           53.545      53.985     30.5782     1.81957     0.20346  0.00065034  
    4      2  259.922    0.678083           54.975           54.755      55.195     28.2004     1.76088    0.190286  0.000715926  
    4      3  297.669    0.375662           51.455           51.235      51.675     35.1196     1.94138    0.227222  0.000374849  
    4      3  284.103    0.461599           52.665           52.445      52.885       32.74     1.87623    0.213682  0.000461422  
    4      3  268.964    0.417908           53.875           53.655      54.095      30.362     1.81407     0.19847  0.000422706  
    4      3  254.034    0.773416           55.085           54.865      55.305     27.9842     1.75576     0.18325  0.000793386  
    5      0  360.386    0.407763           46.065           45.845      46.285      45.744     2.25385    0.289805  0.000406446  
    5      0  347.753    0.301287           47.275           47.055      47.495     43.3638      2.1814    0.277221  0.000299874  
    5      0  333.46    0.442136           48.485           48.265      48.705     40.9815     2.10988    0.263012  0.000438956  
    5      0  318.108    0.306814           49.695           49.475      49.915     38.5989     2.03965    0.247799  0.000303456  
    5      1  404.567    0.542122           46.725           46.505      46.945     44.4461     2.21423    0.323051  0.000520415  
    5      1  390.425    0.574029           48.045           47.825      48.265     41.8479     2.13574    0.309476  0.000551093  
    5      1  371.824    0.750417           49.365           49.145      49.585     39.2486     2.05866    0.291596  0.000722329  
    5      1  351.435    0.476758           50.685           50.465      50.905     36.6502     1.98344    0.271973  0.000458219  
    5      2  316.302    0.737101           52.335           52.115      52.555     33.4054     1.89293    0.264121  0.000754131  
    5      2  297.793    0.662507           53.655           53.435      53.875     30.8121     1.82424    0.245146  0.000679769  
    5      2  278.755    0.989634           54.975           54.755      55.195     28.2194     1.75988    0.225638  0.00101167  
    5      2  256.698    0.978008           56.295           56.075      56.515     25.6238     1.70123    0.203228  0.000986462  
    5      3  488.505    0.859908           51.565           51.345      51.785     34.9192     1.93461    0.378437  0.000782793  
    5      3  464.244     0.74137           52.775           52.555      52.995     32.5407     1.86962    0.356313  0.000677849  
    5      3  436.542     1.11335           53.985           53.765      54.205     30.1639      1.8077    0.330857  0.00102658  
    5      3  407.863     1.25033           55.195           54.975      55.415     27.7871     1.74966    0.304505  0.00114096  
    6      0  299.579     1.23587           48.705           48.485      48.925     40.6062      2.0945    0.242955  0.00121343  
    6      0  284.176    0.566965           50.135           49.915      50.355      37.794     2.01178    0.227823  0.000556735  
    6      0  267.129    0.356244           51.565           51.345      51.785     34.9844     1.93157    0.211131  0.000347483  
    6      0  248.806    0.488549           52.995           52.775      53.215     32.1783      1.8547    0.193383  0.000469711  
    6      1  292.579     0.43232           50.245           50.025      50.465     37.5778     2.00551    0.239872  0.000432305  
    6      1  277.337    0.298399           51.675           51.455      51.895     34.7684     1.92554    0.224668  0.000296959  
    6      1  259.736    0.313174           53.105           52.885      53.325     31.9625     1.84895    0.207209  0.000309571  
    6      1  242.583     1.12114           54.535           54.315      54.755     29.1592     1.77686    0.190317  0.00110057  
    6      2  231.796     12.5046           55.525           55.305      55.745     27.2183     1.73034    0.163581   0.0117702  
    6      2  219.076     1.68639           56.955           56.735      57.175     24.4101     1.66956    0.151609  0.00158585  
    6      2  196.291    0.786455           58.385           58.165      58.605     21.5865     1.61913    0.130245  0.000736087  
    6      2  177.108    0.721616           59.815           59.595      60.035     18.7295      1.5841    0.112291  0.000675775  
    6      3  252.574    0.591669           54.095           53.875      54.315     30.0216     1.79849    0.180285  0.000572472  
    6      3  237.337    0.509684           55.415           55.195      55.635     27.4341     1.73534    0.165491  0.000496017  
    6      3  220.057    0.814253           56.735           56.515      56.955     24.8428     1.67833    0.148666  0.000792267  
    6      3  200.939    0.954626           58.055           57.835      58.275     22.2402     1.62964    0.130102  0.000925292  
    7      0  277.977    0.584795           53.435           53.215      53.655       31.42     1.82673    0.197208  0.000563383  
    7      0  257.921    0.486437           54.975           54.755      55.195     28.4101     1.74986    0.177755  0.000474413  
    7      0  236.1    0.464107           56.515           56.295      56.735     25.3992     1.68031    0.156378  0.000456202  
    7      0  216.037     1.00791           58.055           57.835      58.275     22.3775      1.6211    0.136632  0.000991805  
    7      1  247.237     11.3726           55.965           55.745      56.185     26.4751     1.70416    0.175361   0.0109184  
    7      1  226.822    0.985498           57.505           57.285      57.725     23.4588     1.64079    0.155676  0.000950909  
    7      1  204.772     0.31641           59.045           58.825      59.265     20.4213     1.59071    0.134436  0.000304359  
    7      1  183.991    0.635444           60.585           60.365      60.805     17.3355     1.56143    0.114447  0.000611574  
    7      2  195.804    0.665448           60.695           60.475      60.915     17.1122     1.56047     0.10622  0.000635106  
    7      2  177.513    0.543526           62.015           61.795      62.235     14.3838     1.56663   0.0887518  0.000513225  
    7      2  152.64    0.600792           63.335           63.115      63.555      11.517     1.62666    0.065563  0.000576703  
    7      2  128.331     4.43393           64.655           64.435      64.875     8.38191     1.81377   0.0412258  0.00442077  
    7      3  200.601    0.648606           58.165           57.945      58.385     22.1608     1.61737    0.141109  0.000649874  
    7      3  178.872    0.405884           59.705           59.485      59.925     19.1069     1.57499    0.119166  0.000412571  
    7      3  156.231    0.479657           61.245           61.025      61.465     15.9872     1.55868   0.0960433  0.000488804  
    7      3  132.715    0.710497           62.785           62.565      63.005     12.7344     1.59183   0.0714587  0.000753109  
