*telnum  csinum     ch      err_ch       theta(deg)  theta_min (deg)   theta_max      energy  err_energy       CsI V  err_CsI V
    4      3  525.159     6.91653           52.885           52.665      53.105     72.7096      1.4308    0.459652  0.00711401  
    4      3  500.697     6.90111           54.095           53.875      54.315     68.2292     1.38481    0.434418  0.00713441  
    4      3  476.667     6.65415           55.305           55.085      55.525      63.813     1.33888    0.409605  0.00685251  
    5      0  677.618     7.27006           46.505           46.285      46.725     97.1822     1.66825    0.602627  0.00720586  
    5      0  650.878     8.77295           47.715           47.495      47.935     92.4572     1.62435    0.576422  0.00854072  
    5      0  622.608       6.484           48.925           48.705      49.145     87.7649     1.57976    0.549005  0.00629816  
    5      0  595.174     6.30839           50.135           49.915      50.355     83.1122     1.53461    0.522072   0.0062343  
    5      1  772.5     11.6082           47.165           46.945      47.385     94.6013     1.64439    0.674843    0.011062  
    5      1  736.018     9.97627           48.485           48.265      48.705      89.467     1.59604     0.64025  0.00945492  
    5      1  702.961     8.52668           49.805           49.585      50.025     84.3768     1.54698    0.608803  0.00813087  
    5      1  669.63     10.5327           51.125           50.905      51.345     79.3394     1.49737    0.576882   0.0101096  
    5      2  628.333     8.94427           52.335           52.115      52.555     74.7749     1.45155    0.580307  0.00915879  
    5      2  596.714     9.37648           53.545           53.325      53.765     70.2673     1.40558    0.548062  0.00950856  
    5      2  566.021     10.2577           54.755           54.535      54.975     65.8218     1.35959    0.517451    0.010167  
    5      2  534.454     1.75496           55.965           55.745      56.185     61.4431     1.31378    0.485874  0.00178297  
    5      3  965.898     11.6132           51.895           51.675      52.115     76.4284     1.46823    0.812403   0.0103855  
    5      3  926.254     12.8311           52.995           52.775      53.215     72.3088     1.42647    0.776844   0.0115707  
    5      3  883.127     10.6559           54.095           53.875      54.315     68.2386     1.38466    0.737573  0.00972924  
    5      3  842.102     10.8318           55.195           54.975      55.415     64.2216     1.34289    0.700139  0.00988197  
    6      0  573.645     7.31569           49.035           48.815      49.255     87.3722     1.57524    0.511072  0.00720931  
    6      0  543.545     6.49984           50.465           50.245      50.685     81.8846     1.52175    0.481442  0.00637649  
    6      0  516.292      5.8223           51.895           51.675      52.115     76.4638     1.46771    0.454766   0.0057003  
    6      0  487.618     8.24068           53.325           53.105      53.545     71.1198     1.41336    0.426566  0.00812405  
    6      1  555.353     8.45014           51.015           50.795      51.235     79.7912     1.50102    0.500787  0.00824534  
    6      1  530.143     7.31786           52.335           52.115      52.555     74.8109     1.45101    0.475872  0.00728377  
    6      1  501.172     8.27306           53.655           53.435      53.875     69.8984     1.40079    0.446872  0.00828574  
    6      1  475.527     7.41339           54.975           54.755      55.195     65.0606     1.35058    0.421312  0.00737346  
    6      2  455.771     6.74679           56.075           55.855      56.295     61.0905     1.30891    0.373778  0.00636597  
    6      2  433.698    0.851379           57.395           57.175      57.615     56.4047     1.25934    0.352865  0.000807378  
    6      2  403.571    0.554737           58.715           58.495      58.935     51.8081     1.21053    0.324376  0.000523327  
    6      2  380.001     2.22165           60.035           59.815      60.255     47.3036     1.16284    0.302142  0.00209728  
    6      3  475.552     7.48141           54.645           54.425      54.865     66.2627     1.36312    0.395102  0.00713714  
    6      3  448.442      8.8641           55.965           55.745      56.185     61.4849     1.31307     0.36895  0.00859105  
    6      3    424      1.0034           57.285           57.065      57.505     56.7918     1.26345    0.345194  0.000974686  
    6      3  398.069    0.540464           58.605           58.385      58.825     52.1876     1.21455     0.32005  0.00052382  
    7      0    507      7.3973           53.985           53.765      54.205      68.738     1.38733     0.42032   0.0070824  
    7      0  476.711    0.890419           55.415           55.195      55.635     63.5255     1.33289    0.391197  0.00086472  
    7      0  449.774    0.586899           56.845           56.625      57.065     58.4104     1.27881    0.364793  0.000578534  
    7      0  419.125     7.06996           58.275           58.055      58.495     53.3987     1.22542    0.334603  0.00694766  
    7      1  463.093     7.14571           56.845           56.625      57.065     58.4104     1.27881    0.382584  0.00686449  
    7      1  434.678     1.00614           58.165           57.945      58.385     53.7804      1.2295    0.355061  0.000976544  
    7      1  410.614    0.416357           59.485           59.265      59.705     49.2422     1.18114    0.331783  0.000401374  
    7      1  379.234    0.601119           60.805           60.585      61.025     44.7977     1.13411    0.301544  0.000580552  
    7      2  387.63     6.88122           61.245           61.025      61.465     43.3371     1.11882    0.288296  0.00648573  
    7      2  359.966     0.77849           62.675           62.455      62.895     38.6611     1.07087    0.262382  0.000729049  
    7      2  332.358    0.666398           64.105           63.885      64.325     34.0892      1.0265    0.236342  0.000633903  
    7      2  301.732    0.609301           65.535           65.315      65.755     29.6094    0.987388    0.207043  0.000584398  
    7      3  399.04     6.43105           58.495           58.275      58.715     52.6372      1.2173    0.340723  0.00644959  
    7      3  374.13    0.647994           59.815           59.595      60.035     48.1222     1.16922    0.315459  0.000660079  
    7      3  349.38    0.573481           61.135           60.915      61.355     43.7013     1.12264    0.290313  0.000579628  
    7      3  323.821     1.54013           62.455           62.235      62.675     39.3736     1.07808    0.264571  0.00154964  
    8      0  310.688    0.681104           64.435           64.215      64.655     32.7973     1.02333    0.202442  0.000574317  
    8      0  284.96    0.452645           65.645           65.425      65.865     28.9919    0.992406    0.181174  0.00036571  
    8      0  257.154    0.622512           66.855           66.635      67.075     25.2287     0.96807    0.158293  0.000512331  
    8      0  227.366    0.737383           68.065           67.845      68.285       21.48     0.95397    0.133777  0.00060687  
    8      1  344.566     2.28587           64.215           63.995      64.435     33.4952     1.02948    0.212182  0.00199298  
    8      1  316.296    0.562714           65.425           65.205      65.645       29.68    0.997617    0.187533  0.000490622  
    8      1  291.028    0.405192           66.635           66.415      66.855     25.9108     0.97182    0.165503  0.000353282  
    8      1  262.209    0.360985           67.845           67.625      68.065     22.1623    0.955451    0.140376  0.000314738  
    8      2  195.145    0.274884           69.605           69.385      69.825      16.649    0.963354     0.10542  0.000249014  
    8      2  176.172    0.340141           70.595           70.375      70.815      13.419      1.0031   0.0882325  0.00030813  
    8      2  153.911    0.548719           71.585           71.365      71.805     9.94384      1.1045   0.0680668  0.000497078  
    8      2  127.642     7.44855           72.575           72.355      72.795     5.86287     1.48941   0.0442699  0.00674755  
    8      3  180.202    0.623383           69.935           69.715      70.155     15.5892    0.972342   0.0964638  0.000617823  
    8      3  163.728    0.336609           70.815           70.595      71.035     12.6751     1.01842   0.0801363  0.000333606  
    8      3  146.259    0.566378           71.695           71.475      71.915     9.53299     1.12429   0.0628241  0.000561327  
    8      3  123.506     1.13392           72.575           72.355      72.795     5.86287     1.48941   0.0402733  0.00112381  
    9      0  321.378    0.620562           64.105           63.885      64.325     33.8481      1.0325    0.203888  0.000523498  
    9      0  291.735    0.731808           65.315           65.095      65.535     30.0282     1.00018    0.179532  0.000621629  
    9      0  268.245    0.830402           66.525           66.305      66.745      26.256    0.973746    0.158793  0.000791394  
    9      0  238.348    0.435073           67.735           67.515      67.955     22.5076    0.956293    0.130333  0.000413253  
    9      1  296.384    0.668153           64.105           63.885      64.325     33.8481      1.0325    0.198308  0.000538833  
    9      1  269.47     0.64623           65.315           65.095      65.535     30.0282     1.00018    0.175149  0.000631489  
    9      1  246.574    0.635652           66.525           66.305      66.745      26.256    0.973746    0.154848  0.000568376  
    9      1  219.387     0.40332           67.735           67.515      67.955     22.5076    0.956293    0.131241  0.000349699  
    9      2  209.628    0.230862           69.605           69.385      69.825     16.6546    0.963084    0.100273  0.000207424  
    9      2  189.45    0.343353           70.595           70.375      70.815     13.4257     1.00269   0.0821441  0.000308493  
    9      2  166.632    0.436987           71.585           71.365      71.805     9.95218     1.10376   0.0616427  0.000392621  
    9      2  139.97     1.46427           72.575           72.355      72.795     5.87517     1.48651   0.0376869   0.0013156  
    9      3  201.291    0.348445           69.385           69.165      69.605     17.3543    0.958887    0.113168  0.000339202  
    9      3  181.897    0.412377           70.375           70.155      70.595     14.1578    0.990054   0.0942875  0.000401438  
    9      3  159.935     0.42523           71.365           71.145      71.585     10.7575     1.07472   0.0729086  0.00041395  
    9      3  138.961    0.478668           72.355           72.135      72.575     6.88123     1.33671   0.0524911  0.00046597  
   10      0  323.422     2.61946           64.655           64.435      64.875     32.3199     1.01169    0.202204  0.00208752  
   10      0  293.114     1.32701           65.865           65.645      66.085     28.5465    0.980528    0.178363  0.00107218  
   10      0  265.167     0.71385           67.075           66.855      67.295     24.8173    0.955855    0.154994  0.000621476  
   10      0  234.501    0.668657           68.285           68.065      68.505     21.1047     0.94139     0.13025  0.000538111  
   10      1  303.302    0.839761           65.205           64.985      65.425      30.598    0.996852    0.200502  0.000751787  
   10      1  276.838    0.499415           66.525           66.305      66.745     26.5084    0.966067    0.177248  0.000439765  
   10      1  247.828    0.390015           67.845           67.625      68.065     22.4553    0.945095    0.150068  0.000348297  
   10      1  215.359    0.440487           69.165           68.945      69.385     18.3887    0.941241    0.121072  0.00039337  
   10      2  205.7    0.630421           70.375           70.155      70.595     14.5667    0.966978   0.0895684  0.000626536  
   10      2  191.524    0.466221           71.145           70.925      71.365      12.017     1.01376     0.07548  0.000463348  
   10      2  172.372    0.613817           71.915           71.695      72.135      9.2797     1.11127   0.0564461  0.000610035  
   10      2  148.397     1.33584           72.685           72.465      72.905     6.14508     1.39973   0.0326185  0.00132761  
   10      3    180    0.785695           69.935           69.715      70.155     15.9747    0.952825     0.10107  0.000714918  
   10      3  165.443    0.596909           70.815           70.595      71.035     13.1264    0.989473   0.0878243  0.000543138  
   10      3  145.163    0.527916           71.695           71.475      71.915     10.0873     1.07373   0.0693711  0.00048036  
   10      3  121.353     0.67359           72.575           72.355      72.795     6.63608     1.33078   0.0477061  0.000612912  
   11      0  278.282      7.6704           66.525           66.305      66.745     26.4313    0.968397    0.159335   0.0067231  
   11      0  253.585    0.348055           67.845           67.625      68.065     22.3673    0.948179    0.137848  0.000303037  
   11      0  229.75    0.385928           69.165           68.945      69.385     18.2855    0.945651    0.117095  0.000336011  
   11      0  202.579    0.487193           70.485           70.265      70.705     14.0834    0.978977   0.0934387  0.000424179  
   11      1  227.766    0.689762           67.625           67.405      67.845     23.0441    0.950662    0.143324  0.000659849  
   11      1  208.543    0.841467           68.945           68.725      69.165     18.9703     0.94424    0.124934  0.000804975  
   11      1  184.837    0.319748           70.265           70.045      70.485     14.7994    0.969338    0.102256  0.000305881  
   11      1  157.433     1.19796           71.585           71.365      71.805     10.3228     1.07266   0.0760414  0.00114601  
