*telnum  csinum       CsI V        err_CsI V      energy      err_energy
    6      2    0.244481      0.000425909     37.6245          1.42598  
    6      2    0.225328      0.000693514     34.3083          1.36905  
    6      2     0.20567      0.000263693     31.0234          1.31598  
    6      2    0.189741       0.00682398     27.7639          1.26803  
    6      3    0.277134      0.000360728     45.2106          1.56391  
    6      3    0.262977      0.000385388     41.8175          1.50122  
    6      3    0.243172      0.000830333     38.4587          1.44069  
    6      3    0.225476      0.000246253     35.1343          1.38296  
    7      0    0.290994       0.00134982     46.4256          1.58308  
    7      0    0.269742       0.00035828     42.7443          1.51434  
    7      0    0.253285      0.000563385     39.1039          1.44795  
    7      0    0.229389       0.00212179     35.5048          1.38459  
    7      1    0.269854       0.00117942     40.2196          1.46808  
    7      1    0.248447      0.000337521     36.6079          1.40369  
    7      1    0.226543      0.000371178     33.0365          1.34303  
    7      1    0.205511      0.000395955      29.501          1.28726  
    7      2    0.188779      0.000521402     28.1489           1.2675  
    7      2    0.172087      0.000178661     24.6462          1.22193  
    7      2    0.149872      0.000145823     21.1429          1.18809  
    7      2    0.128173      0.000144568     17.6002          1.17341  
    7      3    0.221726      0.000363315     33.5834          1.35206  
    7      3    0.203901      0.000710369     30.0429          1.29545  
    7      3    0.183015      0.000161865     26.5307          1.24534  
    7      3    0.161607      0.000413031     23.0312          1.20457  
    8      0    0.131047      0.000301556     19.1327          1.19803  
    8      0    0.116978      0.000166066     16.9021            1.198  
    8      0    0.105381        0.0001862     14.6156          1.21451  
    8      0   0.0901257      8.24429e-05     12.2341          1.25931  
    8      0   0.0883307      0.000209471     9.68622          1.35496  
    8      1    0.142495      0.000320668     20.7836          1.20531  
    8      1     0.13116      0.000303201     19.1327          1.19803  
    8      1     0.12088      0.000195902     17.4639          1.19675  
    8      1    0.110191      0.000131541     15.7679          1.20368  
    8      1    0.108022        0.0182721     14.0313           1.2225  
    9      0    0.135092      0.000173464     20.2396          1.20208  
    9      0    0.120626       0.00021545     18.3063          1.19627  
    9      0    0.108269      0.000198107     16.3426          1.19991  
    9      0   0.0998933      6.77483e-05     14.3305          1.21777  
    9      0   0.0985695      7.74288e-11     12.2412          1.25868  
    9      1    0.126656      0.000583129     20.2396          1.20208  
    9      1    0.116551      0.000220534     18.3063          1.19627  
    9      1    0.107915      0.000237731     16.3426          1.19991  
    9      1   0.0946269      8.13045e-05     14.3305          1.21777  
    9      1    0.092712      0.000168781     12.2412          1.25868  
   10      0    0.125987      0.000183004     19.4616            1.181  
   10      0     0.11478      0.000216818     17.2644          1.17683  
   10      0    0.098566      0.000178007     15.0208          1.18692  
   10      0   0.0807688      0.000403574     12.6975          1.22065  
   10      0   0.0771801      0.000173423      10.235          1.29493  
   10      1    0.124851       0.00018552     18.0924          1.17701  
   10      1    0.115001      0.000155847     16.4299          1.17859  
   10      1    0.104962      0.000258737     14.7356          1.18957  
   10      1   0.0999401      0.000245141      12.994          1.21478  
   10      1    0.101768       0.00569121     11.1809          1.26301  
