*telnum  csinum     ch      err_ch       theta(deg)  theta_min (deg)   theta_max      energy  err_energy       CsI V  err_CsI V
    6      2  443.486     3.11496           57.285           57.065      57.505     56.1932     1.35174    0.362146  0.00295255  
    6      2  414.808     1.36332           58.605           58.385      58.825     51.6301     1.29667    0.334984  0.00128803  
    6      2  390.942    0.634278           59.925           59.705      60.145     47.1571       1.243    0.312465  0.000598241  
    6      3  484.025     1.66424           54.645           54.425      54.865     65.5775     1.46458    0.403183  0.00158269  
    6      3  460.079     3.47164           55.965           55.745      56.185     60.8437     1.40781    0.380222  0.00335138  
    6      3  433.194     1.06406           57.285           57.065      57.505     56.1932     1.35174     0.35413  0.00103469  
    6      3  404.934     2.68791           58.605           58.385      58.825     51.6301     1.29667    0.326703   0.0026049  
    7      0  508.603     1.00061           54.205           53.985      54.425     67.2303     1.48262    0.421854  0.000957666  
    7      0  484.937    0.797109           55.525           55.305      55.745     62.4733     1.42557    0.399158  0.000768506  
    7      0  456.902    0.599403           56.845           56.625      57.065     57.7983     1.36912    0.371814  0.000589628  
    7      0  425.72     1.73069           58.165           57.945      58.385       53.21     1.31352    0.341084   0.0017024  
    7      1  477.657     11.6784           56.405           56.185      56.625     59.3472     1.38787    0.396531   0.0110615  
    7      1  448.114     0.87306           57.835           57.615      58.055     54.3487     1.32733    0.368101  0.000846519  
    7      1  418.26    0.645537           59.265           59.045      59.485      49.455     1.26813     0.33916  0.000623529  
    7      1  389.934     1.10346           60.695           60.475      60.915      44.669     1.21081    0.311865  0.00106313  
    7      2  393.2     9.61665           61.245           61.025      61.465      42.857     1.18938    0.293544  0.00911026  
    7      2  365.176      0.9788           62.675           62.455      62.895     38.2195     1.13585     0.26726  0.000915782  
    7      2  337.702    0.553861           64.105           63.885      64.325     33.6832      1.0864    0.241418  0.000525184  
    7      2  305.791     1.04969           65.535           65.315      65.755     29.2361     1.04286    0.210937  0.00100666  
    7      3  398.321     1.52541           58.715           58.495      58.935     51.3246     1.29072    0.339999  0.00153468  
    7      3  372.941     1.14115           60.145           59.925      60.365      46.497      1.2326    0.314248   0.0011625  
    7      3  348.59    0.669267           61.575           61.355      61.795     41.7775     1.17675    0.289514  0.000676209  
    7      3  322.659    0.758197           63.005           62.785      63.225     37.1639     1.12402    0.263402  0.000763033  
    8      0  322.088     1.99801           64.435           64.215      64.655     32.3967     1.08269    0.212112  0.00170588  
    8      0  296.803     1.84429           65.645           65.425      65.865      28.618     1.04822    0.190851  0.00152559  
    8      0  268.439    0.721415           66.855           66.635      67.075     24.8786     1.02103    0.167581  0.000593728  
    8      0  243.534    0.715171           68.065           67.845      68.285     21.1499     1.00511    0.147084  0.00058859  
    8      1  360.319     2.59355           64.105           63.885      64.325     33.4365       1.093    0.225917  0.00226133  
    8      1  329.819    0.549597           65.315           65.095      65.535     29.6438     1.05699    0.199324  0.000479148  
    8      1  304.705    0.585815           66.525           66.305      66.745     25.8959     1.02752    0.177428  0.000510764  
    8      1  278.982    0.577884           67.735           67.515      67.955     22.1681     1.00795       0.155  0.000503849  
    8      2  206.538    0.653863           69.605           69.385      69.825     16.3356     1.01496    0.115741  0.000592327  
    8      2  185.478    0.385008           70.595           70.375      70.815     13.1071     1.05882   0.0966629  0.000348774  
    8      2  168.512    0.596275           71.585           71.365      71.805      9.6178     1.17312   0.0812936  0.000540158  
    8      2  146.717     1.14266           72.575           72.355      72.795     5.46131     1.64767   0.0615497  0.00103512  
    8      3  192.215    0.446733           69.825           69.605      70.045     15.6317     1.02106     0.10837  0.000442748  
    8      3  176.459    0.565598           70.705           70.485      70.925     12.7361     1.06685   0.0927544  0.000560553  
    8      3  158.856     0.96961           71.585           71.365      71.805      9.6178     1.17312   0.0753083  0.000960961  
    8      3  143.656     2.14982           72.465           72.245      72.685     5.99249     1.53695   0.0602443  0.00213065  
    9      0  329.578    0.995024           64.105           63.885      64.325     33.4398     1.09291    0.210888  0.000860255  
    9      0  305.034    0.678254           65.315           65.095      65.535     29.6473     1.05689    0.190486  0.000547494  
    9      0  279.989    0.731261           66.525           66.305      66.745     25.8998     1.02739    0.169416  0.000630652  
    9      0  254.614    0.832094           67.735           67.515      67.955     22.1726     1.00778    0.145783  0.000790363  
    9      1  302.63     1.06765           64.215           63.995      64.435     33.0927     1.08945    0.203426  0.000891964  
    9      1  279.888     0.43283           65.425           65.205      65.645     29.3051     1.05392    0.184928  0.000374417  
    9      1  254.885    0.662932           66.635           66.415      66.855     25.5607     1.02511    0.162039  0.00056311  
    9      1  231.294    0.427109           67.845           67.625      68.065     21.8334     1.00665    0.141565  0.000370326  
    9      2  222.64    0.460022           69.605           69.385      69.825     16.3413     1.01466    0.111964  0.000413317  
    9      2  205.659     1.32511           70.485           70.265      70.705     13.4817     1.05103   0.0967071  0.00119057  
    9      2  186.951    0.982366           71.365           71.145      71.585     10.4358     1.13691   0.0798987  0.000882629  
    9      2    168     2.22017           72.245           72.025      72.465     6.99522     1.38609    0.062872  0.00199476  
    9      3  207.87    0.709919           69.605           69.385      69.825     16.3413     1.01466    0.119571  0.000691087  
    9      3  185.865     0.63971           70.705           70.485      70.925      12.743     1.06637   0.0981504  0.000622741  
    9      3  165.54     2.20277           71.805           71.585      72.025     8.79057     1.22226   0.0783651  0.00214434  
    9      3  128.814    0.763687           72.905           72.685      73.125     3.64804     2.51873   0.0426127  0.000743428  
   10      0  336.49    0.479179           64.765           64.545      64.985     31.5836     1.06648    0.212722  0.000390082  
   10      0  304.8    0.632611           65.975           65.755      66.195     27.8415     1.03235    0.187639  0.000493568  
   10      0  279.446    0.622784           67.185           66.965      67.405     24.1386     1.00564    0.167299  0.000506599  
   10      0  245.338     1.07599           68.395           68.175      68.615      20.445    0.990664    0.138971  0.000865915  
   10      1  313.987    0.612254           65.315           65.095      65.535     29.8765     1.05018    0.210129  0.00055534  
   10      1  290.503    0.386207           66.525           66.305      66.745     26.1549     1.01907    0.189159  0.000339148  
   10      1  264.863    0.392873           67.735           67.515      67.955     22.4611     0.99701    0.165627  0.000406709  
   10      1  233.394    0.717093           68.945           68.725      69.165     18.7562    0.989745    0.137178  0.000640389  
   10      2  216.369      1.0384           70.595           70.375      70.815     13.5471     1.03013    0.100172    0.001032  
   10      2  202.511     1.11386           71.255           71.035      71.475      11.332      1.0834   0.0863989    0.001107  
   10      2  187.916     1.27022           71.915           71.695      72.135     8.95769     1.18212   0.0718944  0.00126239  
   10      2  171.603     1.41524           72.575           72.355      72.795     6.27123     1.44594   0.0556814  0.00140652  
   10      3  186.528      0.5427           70.045           69.825      70.265       15.32     1.00655     0.10701  0.000493813  
   10      3  173.166    0.329773           71.035           70.815      71.255      12.084     1.06083   0.0948516  0.000300066  
   10      3  151.321    0.421579           72.025           71.805      72.245     8.53892     1.20921   0.0749748  0.000383602  
   10      3  127.483     1.17371           73.015           72.795      73.235     4.06332     2.09411   0.0532834  0.00106798  
   11      0  290.4    0.769085           66.525           66.305      66.745     26.0771      1.0216    0.169992  0.000683087  
   11      0  265.117    0.504128           67.845           67.625      68.065     22.0364     0.99893    0.147888  0.000438923  
   11      0  241.252    0.445378           69.165           68.945      69.385      17.972    0.995705    0.127109  0.000387772  
   11      0  212.032    0.555408           70.485           70.265      70.705     13.7772     1.03221    0.101669  0.000483571  
   11      1  234.84    0.578812           67.625           67.405      67.845     22.7096     1.00173    0.150091  0.000553711  
   11      1  217.46    0.301328           68.945           68.725      69.165     18.6545     0.99423    0.133465  0.00028826  
   11      1  193.949    0.251363           70.265           70.045      70.485      14.493     1.02154    0.110974  0.000240462  
   11      1  169.746    0.372335           71.585           71.365      71.805     10.0049     1.13577   0.0878205  0.000356188  
   11      2  159.52       10.53           73.015           72.795      73.235      3.7352     2.35628   0.0465273  0.00839489  
   11      3  163.367      5.9483           71.695           71.475      71.915     9.60269     1.15458    0.077298  0.00529732  
   11      3  152.648    0.961082           72.355           72.135      72.575     7.00878     1.35833    0.067752  0.000855901  
   11      3  135.628     1.16793           73.015           72.795      73.235      3.7352     2.35628   0.0525943  0.00104011  
