*telnum  csinum       CsI V        err_CsI V      energy  corrected_err_energy
    9      1    0.092712      0.000168781     12.2412          1.93931
   10      0    0.125987      0.000183004     19.4616          1.84236
   10      0     0.11478      0.000216818     17.2644          1.82596
   10      0    0.098566      0.000178007     15.0208          1.83245
   10      0   0.0807688      0.000403574     12.6975          1.87708
   10      0   0.0771801      0.000173423      10.235           1.9878
   10      1    0.124851       0.00018552     18.0924          1.82991
   10      1    0.115001      0.000155847     16.4299          1.82515
   10      1    0.104962      0.000258737     14.7356           1.8355
   10      1   0.0999401      0.000245141      12.994          1.86847
   10      1    0.101768       0.00569121     11.1809          1.93611
