 *tel    numcsi         Z         A           CsIV        errCsIV           CsIE       errCsIE
    5         0         1         1      0.0311769              0        5.47853              0
    5         0         1         1       0.103935              0        15.6067              0
    5         0         1         1       0.171296              0        25.8854              0
    5         0         1         1       0.233874              0        35.9458              0
    5         0         1         1       0.293407              0        45.6327              0
    5         0         1         1       0.352817              0        55.5341              0
    5         0         1         1       0.411494              0        65.6361              0
    5         0         1         1       0.471241              0        75.9328              0
    5         1         1         1      0.0394577              0        5.94863              0
    5         1         1         1        0.12224              0        15.8154              0
    5         1         1         1       0.198665              0        25.5073              0
    5         1         1         1       0.274439              0        35.6382              0
    5         1         1         1       0.346542              0         45.549              0
    5         1         1         1       0.418115              0         55.876              0
    5         1         1         1       0.484949              0        65.9077              0
    5         1         1         1       0.547437              0         75.579              0
    5         2         1         1      0.0440251              0        5.83111              0
    5         2         1         1       0.127405              0        15.5893              0
    5         2         1         1       0.207574              0        25.8998              0
    5         2         1         1       0.281148              0        35.5602              0
    5         2         1         1       0.353439              0        45.5897              0
    5         2         1         1       0.422954              0        55.4229              0
    5         2         1         1       0.492505              0        65.6304              0
    5         2         1         1       0.556461              0        75.6014              0
    5         3         1         1      0.0604974              0        5.83781              0
    5         3         1         1        0.16881              0        15.4791              0
    5         3         1         1       0.276726              0        25.4944              0
    5         3         1         1       0.385259              0         35.811              0
    5         3         1         1       0.487649              0        45.7762              0
    5         3         1         1       0.588907              0        55.9857              0
    5         3         1         1       0.684531              0        65.7801              0
    5         3         1         1        0.78023              0        75.7928              0
    6         0         1         1      0.0321303              0        5.45552              0
    6         0         1         1       0.100581              0        15.5791              0
    6         0         1         1       0.162965              0         25.808              0
    6         0         1         1       0.220783              0         35.748              0
    6         0         1         1       0.279602              0        45.9047              0
    6         0         1         1       0.334752              0        55.5272              0
    6         0         1         1       0.392643              0         65.958              0
    6         0         1         1       0.447616              0        75.7882              0
    6         1         1         1       0.038779              0        5.91981              0
    6         1         1         1       0.107965              0        15.6628              0
    6         1         1         1       0.175044              0        25.9512              0
    6         1         1         1       0.238294              0        35.9975              0
    6         1         1         1       0.298163              0        45.6959              0
    6         1         1         1       0.356882              0        55.6526              0
    6         1         1         1       0.416811              0        65.8637              0
    6         1         1         1       0.472735              0         75.624              0
    6         2         1         1      0.0346359              0        5.67666              0
    6         2         1         1       0.103755              0        15.7611              0
    6         2         1         1        0.16754              0        25.8142              0
    6         2         1         1       0.227097              0        35.7749              0
    6         2         1         1       0.283229              0        45.5405              0
    6         2         1         1        0.33989              0        55.7048              0
    6         2         1         1       0.392788              0        65.5399              0
    6         2         1         1       0.444585              0        75.7037              0
    6         3         1         1      0.0330103              0        5.63399              0
    6         3         1         1       0.100193              0        15.5781              0
    6         3         1         1       0.162242              0        25.5195              0
    6         3         1         1       0.223525              0        35.8534              0
    6         3         1         1       0.281081              0        45.8244              0
    6         3         1         1        0.33549              0        55.3566              0
    6         3         1         1       0.393617              0        65.8057              0
    6         3         1         1       0.446941              0        75.7796              0
    7         0         1         1      0.0340634              0        5.80152              0
    7         0         1         1       0.105373              0        15.7951              0
    7         0         1         1       0.171972              0        25.8594              0
    7         0         1         1       0.233609              0        35.8556              0
    7         0         1         1       0.292257              0        45.6561              0
    7         0         1         1       0.351208              0         55.866              0
    7         0         1         1       0.405954              0        65.7719              0
    7         0         1         1       0.456052              0        75.3072              0
    7         1         1         1      0.0407636              0        5.93397              0
    7         1         1         1       0.115418              0        15.9823              0
    7         1         1         1       0.180901              0        25.7336              0
    7         1         1         1       0.241483              0        35.3852              0
    7         1         1         1       0.303249              0        45.3953              0
    7         1         1         1        0.36508              0        55.7203              0
    7         1         1         1       0.422352              0        65.6688              0
    7         1         1         1       0.479955              0        75.8715              0
    7         2         1         1      0.0391339              0        5.94641              0
    7         2         1         1       0.108315              0        15.8383              0
    7         2         1         1       0.172863              0        25.8638              0
    7         2         1         1       0.234096              0        35.6572              0
    7         2         1         1       0.294299              0        45.6771              0
    7         2         1         1       0.355549              0         55.862              0
    7         2         1         1       0.412944              0        65.5282              0
    7         2         1         1       0.474144              0         75.942              0
    7         3         1         1      0.0359918              0        5.63703              0
    7         3         1         1       0.110127              0        15.9529              0
    7         3         1         1       0.173227              0        25.8344              0
    7         3         1         1       0.233402              0        35.7151              0
    7         3         1         1       0.293974              0        45.9073              0
    7         3         1         1        0.35169              0        55.8034              0
    7         3         1         1       0.408375              0        65.8632              0
    7         3         1         1       0.463412              0        75.5178              0
    8         0         1         1      0.0445918              0        5.75474              0
    8         0         1         1        0.10714              0        15.9929              0
    8         0         1         1       0.163105              0        25.4937              0
    8         0         1         1        0.22318              0        35.8312              0
    8         0         1         1       0.281682              0        45.7699              0
    8         0         1         1       0.340045              0         55.815              0
    8         0         1         1       0.397827              0        65.9211              0
    8         0         1         1       0.452633              0        75.4578              0
    8         1         1         1      0.0364395              0        5.61839              0
    8         1         1         1        0.10619              0         15.952              0
    8         1         1         1       0.168966              0        25.4779              0
    8         1         1         1       0.235229              0         35.982              0
    8         1         1         1       0.294518              0        45.7606              0
    8         1         1         1        0.35381              0        55.8839              0
    8         1         1         1       0.409765              0        65.7224              0
    8         1         1         1       0.465092              0        75.8633              0
    8         2         1         1      0.0445941              0        5.94421              0
    8         2         1         1       0.106194              0        15.4605              0
    8         2         1         1       0.171555              0        25.8045              0
    8         2         1         1        0.23462              0        35.9284              0
    8         2         1         1       0.294536              0        45.7947              0
    8         2         1         1        0.35293              0        55.9978              0
    8         2         1         1        0.40878              0        65.8753              0
    8         2         1         1       0.460985              0        75.3721              0
    8         3         1         1      0.0397721              0        5.57091              0
    8         3         1         1        0.10221              0        15.7796              0
    8         3         1         1       0.161654              0        25.7278              0
    8         3         1         1       0.222197              0        35.9496              0
    8         3         1         1        0.27927              0        45.9239              0
    8         3         1         1       0.334129              0        55.6127              0
    8         3         1         1       0.389072              0        65.5359              0
    8         3         1         1         0.4428              0        75.6949              0
    9         0         1         1      0.0264696              0         5.8374              0
    9         0         1         1      0.0948587              0        15.7247              0
    9         0         1         1       0.160461              0        25.7752              0
    9         0         1         1       0.216475              0        35.8188              0
    9         0         1         1       0.272177              0        45.7586              0
    9         0         1         1       0.324259              0        55.5523              0
    9         0         1         1       0.376863              0        65.6863              0
    9         0         1         1       0.425975              0        75.6523              0
    9         1         1         1      0.0381306              0        5.77285              0
    9         1         1         1      0.0970902              0        15.7861              0
    9         1         1         1       0.152582              0        25.4895              0
    9         1         1         1       0.207959              0        35.4772              0
    9         1         1         1       0.265337              0        45.7156              0
    9         1         1         1       0.317548              0        55.5112              0
    9         1         1         1       0.369961              0        65.4733              0
    9         1         1         1       0.422957              0        75.5826              0
    9         2         1         1      0.0368158              0        5.83503              0
    9         2         1         1       0.101506              0           15.7              0
    9         2         1         1       0.166127              0        25.7321              0
    9         2         1         1       0.224099              0        35.4824              0
    9         2         1         1       0.283529              0        45.5388              0
    9         2         1         1       0.342648              0        55.9187              0
    9         2         1         1       0.398358              0         65.994              0
    9         2         1         1       0.450385              0         75.717              0
    9         3         1         1      0.0408472              0         5.7445              0
    9         3         1         1       0.108017              0         15.787              0
    9         3         1         1       0.175287              0        25.9182              0
    9         3         1         1       0.239925              0        35.8564              0
    9         3         1         1       0.300727              0        45.6156              0
    9         3         1         1        0.36262              0        55.6629              0
    9         3         1         1       0.421709              0        65.5127              0
    9         3         1         1       0.479654              0        75.6474              0
   10         0         1         1      0.0437368              0        5.77436              0
   10         0         1         1       0.108118              0        15.8905              0
   10         0         1         1       0.170174              0        25.6466              0
   10         0         1         1       0.231256              0         35.602              0
   10         0         1         1       0.293478              0        45.8031              0
   10         0         1         1       0.352373              0        55.7225              0
   10         0         1         1       0.411223              0        65.9101              0
   10         0         1         1       0.466852              0        75.7924              0
   10         1         1         1      0.0448435              0        5.64518              0
   10         1         1         1       0.112714              0        15.7376              0
   10         1         1         1       0.178268              0        25.4859              0
   10         1         1         1        0.24321              0        35.4529              0
   10         1         1         1       0.308922              0        45.6323              0
   10         1         1         1       0.370305              0        55.4314              0
   10         1         1         1       0.436504              0        65.9936              0
   10         1         1         1       0.495129              0         75.537              0
   10         2         1         1      0.0332178              0        5.72035              0
   10         2         1         1       0.112725              0        15.5827              0
   10         2         1         1       0.187378              0        25.7459              0
   10         2         1         1       0.253684              0        35.5819              0
   10         2         1         1       0.320222              0        45.5618              0
   10         2         1         1       0.386883              0          55.68              0
   10         2         1         1       0.453469              0        65.9371              0
   10         2         1         1       0.515922              0        75.7833              0
   10         3         1         1      0.0437452              0        5.44717              0
   10         3         1         1       0.109259              0        15.9928              0
   10         3         1         1       0.167652              0        25.4298              0
   10         3         1         1       0.231663              0        35.6587              0
   10         3         1         1        0.29063              0        45.5407              0
   10         3         1         1       0.350751              0        55.7106              0
   10         3         1         1       0.407179              0        65.5333              0
   10         3         1         1       0.463206              0        75.6569              0
   11         0         1         1      0.0450484              0        5.68719              0
   11         0         1         1       0.105124              0        15.7742              0
   11         0         1         1       0.165219              0        25.7422              0
   11         0         1         1       0.225806              0        35.8402              0
   11         0         1         1       0.285595              0        45.7005              0
   11         0         1         1          0.345              0        55.7913              0
   11         0         1         1       0.401548              0        65.6556              0
   11         0         1         1       0.457533              0        75.7576              0
   11         1         1         1      0.0478846              0        5.99705              0
   11         1         1         1       0.108152              0        15.8825              0
   11         1         1         1       0.168506              0        25.9036              0
   11         1         1         1       0.227159              0        35.5687              0
   11         1         1         1       0.288277              0        45.8314              0
   11         1         1         1       0.347267              0        55.7043              0
   11         1         1         1       0.406265              0        65.6653              0
   11         1         1         1       0.464747              0        75.7069              0
   11         2         1         1       0.041329              0        5.89184              0
   11         2         1         1       0.105905              0        15.7361              0
   11         2         1         1       0.170623              0        25.6855              0
   11         2         1         1       0.236013              0        35.8524              0
   11         2         1         1       0.298959              0        45.8864              0
   11         2         1         1       0.358852              0        55.7881              0
   11         2         1         1       0.419714              0        65.9636              0
   11         2         1         1       0.475803              0         75.587              0
   11         3         1         1      0.0449108              0        5.81154              0
   11         3         1         1       0.111703              0        15.8889              0
   11         3         1         1       0.176557              0        25.8781              0
   11         3         1         1       0.238817              0        35.6597              0
   11         3         1         1       0.304577              0        45.9892              0
   11         3         1         1       0.366659              0        55.9558              0
   11         3         1         1       0.429859              0        65.9606              0
   11         3         1         1       0.492918              0        75.9867              0
