*telnum  csinum       CsI V        err_CsI V      energy  corrected_err_energy
    5      3    0.330857       0.00102658     30.1639           3.2457
    5      3    0.304505       0.00114096     27.7871          3.12913
    6      0    0.242955       0.00121343     40.6062          3.82342
    6      0    0.227823      0.000556735      37.794          3.65642
    6      0    0.211131      0.000347483     34.9844          3.49497
    6      0    0.193383      0.000469711     32.1783          3.34053
    6      1    0.239872      0.000432305     37.5778          3.64379
    6      1    0.224668      0.000296959     34.7684          3.48283
    6      1    0.207209      0.000309571     31.9625          3.32899
    6      1    0.190317       0.00110057     29.1592           3.1843
    6      2    0.163581        0.0117702     27.2183          3.09087
    6      2    0.151609       0.00158585     24.4101          2.96847
    6      2    0.130245      0.000736087     21.5865          2.86605
    6      2    0.112291      0.000675775     18.7295          2.79309
    6      3    0.180285      0.000572472     30.0216           3.2277
    6      3    0.165491      0.000496017     27.4341          3.10093
    6      3    0.148666      0.000792267     24.8428          2.98617
    6      3    0.130102      0.000925292     22.2402          2.88751
    7      0    0.197208      0.000563383       31.42          3.28502
    7      0    0.177755      0.000474413     28.4101          3.13086
    7      0    0.156378      0.000456202     25.3992          2.99119
    7      0    0.136632      0.000991805     22.3775          2.87154
    7      1    0.175361        0.0109184     26.4751          3.03913
    7      1    0.155676      0.000950909     23.4588          2.91148
    7      1    0.134436      0.000304359     20.4213          2.80935
    7      1    0.114447      0.000611574     17.3355          2.74704
    7      2     0.10622      0.000635106     17.1122          2.74477
    7      2   0.0887518      0.000513225     14.3838          2.75168
    7      2    0.065563      0.000576703      11.517          2.86016
    7      2   0.0412258       0.00442077     8.38191          3.27243
    7      3    0.141109      0.000649874     22.1608          2.86396
    7      3    0.119166      0.000412571     19.1069          2.77655
    7      3   0.0960433      0.000488804     15.9872          2.73915
    7      3   0.0714587      0.000753109     12.7344           2.7994
