*telnum  csinum       CsI V        err_CsI V      energy  corrected_err_energy
    8      3   0.0361177       0.00119751     4.30342          2.64423
    9      2    0.101497       0.00078581     15.8106          1.30282
    9      2   0.0826104      0.000531374     12.5959          1.35175
    9      2   0.0608247      0.000453216     9.11466          1.50159
    9      2   0.0345462       0.00109202     4.90453          2.27938
    9      3    0.110714      0.000671038     16.1587          1.30061
    9      3    0.093803      0.000815348     13.3262          1.33538
    9      3   0.0746334       0.00029758     10.3185          1.43076
    9      3   0.0540303      0.000510753      6.9381          1.73712
   10      2   0.0659866        0.0130393     10.8365          1.37586
   10      2   0.0474333        0.0017081     7.61869          1.59439
   10      2    0.020032       0.00865598     3.46969          3.47804
   10      3   0.0944319       0.00804067     14.4574          1.29056
   10      3   0.0832704       0.00174606     11.5859          1.35092
   10      3   0.0646572      0.000916895     8.46784          1.51054
   10      3   0.0418661       0.00172372     4.69863          2.28647
   11      0    0.137851       0.00329449     24.8364          1.33456
   11      0    0.118232         0.012784     22.1549            1.305
   11      0    0.108045       0.00986786     19.4703          1.28585
   11      1    0.124742        0.0142518     23.1599          1.31508
   11      1    0.114055       0.00166314     20.4787          1.29156
   11      1    0.102101        0.0118656     17.7806           1.2813
