 *tel    csi      Z      A                          Fit Formula                                           Par0        Par1       Par2
    8      1      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00438937     561.358     364.221
    8      1      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))   -0.00111151  0.00827352    0.242737
    8      1      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))   -0.00111151  0.00827352    0.242737
    8      1      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   -0.00111151  0.00827352    0.242737
    8      1      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   -0.00111151  0.00827352    0.242737
    8      1      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   -0.00111151  0.00827352    0.242737
    8      1      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   -0.00111151  0.00827352    0.242737
    8      1      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   -0.00111151  0.00827352    0.242737
    8      1      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   -0.00111151  0.00827352    0.242737
    8      2      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00587128      32.348     25.4509
    8      2      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00587128      32.348     25.4509
    8      2      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00587128      32.348     25.4509
    8      2      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))   -0.00129045  0.00832249    0.237077
    8      2      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))   -0.00129045  0.00832249    0.237077
    8      2      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   -0.00129045  0.00832249    0.237077
    8      2      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   -0.00129045  0.00832249    0.237077
    8      2      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   -0.00129045  0.00832249    0.237077
    8      2      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   -0.00129045  0.00832249    0.237077
    8      2      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   -0.00129045  0.00832249    0.237077
    8      2      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   -0.00129045  0.00832249    0.237077
    8      3      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00578561     17.4421     13.5739
    8      3      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00578561     17.4421     13.5739
    8      3      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00578561     17.4421     13.5739
    8      3      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))   -0.00277497   0.0083287    0.278388
    8      3      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))   -0.00277497   0.0083287    0.278388
    8      3      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   -0.00277497   0.0083287    0.278388
    8      3      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   -0.00277497   0.0083287    0.278388
    8      3      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   -0.00277497   0.0083287    0.278388
    8      3      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   -0.00277497   0.0083287    0.278388
    8      3      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   -0.00277497   0.0083287    0.278388
    8      3      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   -0.00277497   0.0083287    0.278388
    9      0      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00598272     14.9791      14.978
    9      0      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00598272     14.9791      14.978
    9      0      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00598272     14.9791      14.978
    9      0      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    -0.0112799   0.0083508    0.346828
    9      0      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    -0.0112799   0.0083508    0.346828
    9      0      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    -0.0112799   0.0083508    0.346828
    9      0      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    -0.0112799   0.0083508    0.346828
    9      0      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    -0.0112799   0.0083508    0.346828
    9      0      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    -0.0112799   0.0083508    0.346828
    9      0      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    -0.0112799   0.0083508    0.346828
    9      0      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    -0.0112799   0.0083508    0.346828
    9      1      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00556178     13.0222     10.0233
    9      1      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00556178     13.0222     10.0233
    9      1      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00556178     13.0222     10.0233
    9      1      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    0.00491882  0.00774602    0.299441
    9      1      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    0.00491882  0.00774602    0.299441
    9      1      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    0.00491882  0.00774602    0.299441
    9      1      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    0.00491882  0.00774602    0.299441
    9      1      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    0.00491882  0.00774602    0.299441
    9      1      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    0.00491882  0.00774602    0.299441
    9      1      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    0.00491882  0.00774602    0.299441
    9      1      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    0.00491882  0.00774602    0.299441
    9      2      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00478723     370.592     268.878
    9      2      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00478723     370.592     268.878
    9      2      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00478723     370.592     268.878
    9      2      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    -0.0100728  0.00784895    0.140187
    9      2      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    -0.0100728  0.00784895    0.140187
    9      2      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    -0.0100728  0.00784895    0.140187
    9      2      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    -0.0100728  0.00784895    0.140187
    9      2      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    -0.0100728  0.00784895    0.140187
    9      2      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    -0.0100728  0.00784895    0.140187
    9      2      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    -0.0100728  0.00784895    0.140187
    9      2      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    -0.0100728  0.00784895    0.140187
    9      3      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00601608     64.4974     53.6187
    9      3      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00601608     64.4974     53.6187
    9      3      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00601608     64.4974     53.6187
    9      3      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    0.00230068  0.00789875    0.106147
    9      3      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    0.00230068  0.00789875    0.106147
    9      3      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    0.00230068  0.00789875    0.106147
    9      3      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    0.00230068  0.00789875    0.106147
    9      3      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    0.00230068  0.00789875    0.106147
    9      3      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    0.00230068  0.00789875    0.106147
    9      3      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    0.00230068  0.00789875    0.106147
    9      3      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    0.00230068  0.00789875    0.106147
   10      0      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00615957     6.91452     4.74144
   10      0      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00615957     6.91452     4.74144
   10      0      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00615957     6.91452     4.74144
   10      0      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    0.00344876  0.00869468    0.320204
   10      0      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    0.00344876  0.00869468    0.320204
   10      0      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    0.00344876  0.00869468    0.320204
   10      0      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    0.00344876  0.00869468    0.320204
   10      0      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    0.00344876  0.00869468    0.320204
   10      0      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    0.00344876  0.00869468    0.320204
   10      0      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    0.00344876  0.00869468    0.320204
   10      0      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    0.00344876  0.00869468    0.320204
   10      1      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00629322     18.5894     14.0178
   10      1      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00629322     18.5894     14.0178
   10      1      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00629322     18.5894     14.0178
   10      1      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))   -0.00118243  0.00969131    0.374978
   10      1      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))   -0.00118243  0.00969131    0.374978
   10      1      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   -0.00118243  0.00969131    0.374978
   10      1      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   -0.00118243  0.00969131    0.374978
   10      1      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   -0.00118243  0.00969131    0.374978
   10      1      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   -0.00118243  0.00969131    0.374978
   10      1      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   -0.00118243  0.00969131    0.374978
   10      1      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   -0.00118243  0.00969131    0.374978
   10      2      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00718614     16.2987     16.2987
   10      2      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00718614     16.2987     16.2987
   10      2      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00718614     16.2987     16.2987
   10      2      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    -0.0199361   0.0112146    0.506754
   10      2      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    -0.0199361   0.0112146    0.506754
   10      2      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    -0.0199361   0.0112146    0.506754
   10      2      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    -0.0199361   0.0112146    0.506754
   10      2      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    -0.0199361   0.0112146    0.506754
   10      2      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    -0.0199361   0.0112146    0.506754
   10      2      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    -0.0199361   0.0112146    0.506754
   10      2      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    -0.0199361   0.0112146    0.506754
   10      3      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00686208     16.2988     16.2985
   10      3      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00686208     16.2988     16.2985
   10      3      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00686208     16.2988     16.2985
   10      3      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    -0.0084869  0.00908084    0.286006
   10      3      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    -0.0084869  0.00908084    0.286006
   10      3      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    -0.0084869  0.00908084    0.286006
   10      3      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    -0.0084869  0.00908084    0.286006
   10      3      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    -0.0084869  0.00908084    0.286006
   10      3      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    -0.0084869  0.00908084    0.286006
   10      3      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    -0.0084869  0.00908084    0.286006
   10      3      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    -0.0084869  0.00908084    0.286006
   11      0      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00606638     4.38151     2.69937
   11      0      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00606638     4.38151     2.69937
   11      0      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00606638     4.38151     2.69937
   11      0      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))     0.0198203   0.0070697    0.108423
   11      0      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))     0.0198203   0.0070697    0.108423
   11      0      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))     0.0198203   0.0070697    0.108423
   11      0      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))     0.0198203   0.0070697    0.108423
   11      0      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))     0.0198203   0.0070697    0.108423
   11      0      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))     0.0198203   0.0070697    0.108423
   11      0      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))     0.0198203   0.0070697    0.108423
   11      0      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))     0.0198203   0.0070697    0.108423
   11      1      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00610074      5.9058     3.78595
   11      1      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00610074      5.9058     3.78595
   11      1      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00610074      5.9058     3.78595
   11      1      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))  -0.000849899  0.00891233    0.360434
   11      1      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))  -0.000849899  0.00891233    0.360434
   11      1      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))  -0.000849899  0.00891233    0.360434
   11      1      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))  -0.000849899  0.00891233    0.360434
   11      1      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))  -0.000849899  0.00891233    0.360434
   11      1      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))  -0.000849899  0.00891233    0.360434
   11      1      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))  -0.000849899  0.00891233    0.360434
   11      1      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))  -0.000849899  0.00891233    0.360434
   11      2      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00602638     31.2493     25.6803
   11      2      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00602638     31.2493     25.6803
   11      2      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00602638     31.2493     25.6803
   11      2      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    -0.0171919  0.00782797   0.0549933
   11      2      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    -0.0171919  0.00782797   0.0549933
   11      2      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    -0.0171919  0.00782797   0.0549933
   11      2      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    -0.0171919  0.00782797   0.0549933
   11      2      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    -0.0171919  0.00782797   0.0549933
   11      2      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    -0.0171919  0.00782797   0.0549933
   11      2      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    -0.0171919  0.00782797   0.0549933
   11      2      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    -0.0171919  0.00782797   0.0549933
   11      3      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00631865      19.222     16.0075
   11      3      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00631865      19.222     16.0075
   11      3      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00631865      19.222     16.0075
   11      3      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    0.00192063  0.00928683    0.421261
   11      3      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    0.00192063  0.00928683    0.421261
   11      3      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    0.00192063  0.00928683    0.421261
   11      3      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    0.00192063  0.00928683    0.421261
   11      3      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    0.00192063  0.00928683    0.421261
   11      3      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    0.00192063  0.00928683    0.421261
   11      3      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    0.00192063  0.00928683    0.421261
   11      3      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    0.00192063  0.00928683    0.421261
