 *tel    csi      Z      A   CsIE(MeV)   CsIV-VCal        CsIV       VCal
    6      1      2      4     96.4821  -0.0128978    0.674922     0.68782
    6      1      2      4     107.501  -0.0183611    0.757379     0.77574
    6      1      2      4     118.562  -0.0232006    0.841111    0.864312
    6      1      2      4      129.68  -0.0292927     0.92431    0.953603
    6      1      2      4     140.868  -0.0349396     1.00874     1.04368
    6      1      2      4     151.327  -0.0402305     1.08783     1.12806
    6      1      2      4     162.674  -0.0461691      1.1736     1.21977
    6      1      2      4     173.295  -0.0509847     1.25476     1.30574
    6      1      2      4      184.83  -0.0548486      1.3444     1.39925
    6      1      2      4     195.634  -0.0590654     1.42787     1.48694
    6      1      2      4     206.533   -0.061608     1.51388     1.57549
    6      1      2      4     217.531  -0.0654818     1.59945     1.66493
    6      1      2      4      228.63  -0.0686367     1.68664     1.75528
    6      1      2      6     10.8095  0.00174344   0.0336275   0.0318841
    6      1      2      6     19.4393  0.00682875   0.0901453   0.0833166
    6      1      2      6     28.9332  0.00777291    0.154428    0.146655
    6      1      2      6     37.4262  0.00689104    0.213409    0.206518
    6      1      2      6     46.4401  0.00625413    0.278353    0.272099
    6      1      2      6     55.9817  0.00388674    0.346972    0.343085
    6      1      2      6     64.6409  0.00332393    0.411839    0.408515
    6      1      2      6     73.8271  0.00298553    0.481705    0.478719
    6      1      2      6     82.9132  0.00147528    0.550265     0.54879
    6      1      2      6     91.9296  0.00113279    0.619954    0.618821
    6      1      2      6     100.897  0.000894312    0.689772    0.688878
    6      1      2      6     109.832  -0.000644234    0.758374    0.759018
    6      1      2      6     118.747  -0.0011822    0.828105    0.829287
    6      1      2      6     127.654  -0.0018724    0.897866    0.899738
    6      1      2      6     136.561  -0.00306805    0.967335    0.970403
    6      1      2      6     145.474  -0.00318301     1.03812      1.0413
    6      1      2      6     154.402  -0.00364897     1.10884     1.11249
    6      1      2      6     163.989  -0.0029145     1.18618     1.18909
    6      1      2      6      172.96  -0.00201643      1.2589     1.26092
    6      1      2      6     181.959  0.000476359     1.33356     1.33308
    6      1      2      6     190.988  0.00292808     1.40853      1.4056
    6      2      2      3     7.30402  0.00450171   0.0296989   0.0251972
    6      2      2      3     17.7445  0.00622412    0.097181   0.0909569
    6      2      2      3     27.5222  0.00346127    0.162831     0.15937
    6      2      2      3     37.5174  0.000469327    0.232633    0.232164
    6      2      2      3     47.9345  -0.0019388    0.307803    0.309742
    6      2      2      3      57.634  -0.00426248    0.378714    0.382976
    6      2      2      3     67.3559  -0.00873035    0.448323    0.457053
    6      2      2      3     77.8085  -0.0133077    0.523944    0.537252
    6      2      2      3     87.7217  -0.0190894    0.594628    0.613717
    6      2      2      3     97.7684  -0.0268476    0.664683    0.691531
    6      2      2      3     107.965  -0.0357619    0.735008     0.77077
    6      2      2      3      117.63  -0.0448841    0.801198    0.846082
    6      2      2      3     127.445  -0.0564742     0.86626    0.922734
    6      2      2      3     137.417  -0.0683366    0.932427     1.00076
    6      2      2      3     147.551  -0.0811632    0.999032      1.0802
    6      2      2      3     157.854  -0.0947724      1.0663     1.16107
    6      2      2      3     167.576   -0.109357     1.12813     1.23749
    6      2      2      3     177.449   -0.123265     1.19191     1.31518
    6      2      2      3     187.478   -0.137481     1.25669     1.39417
    6      2      2      3     197.665   -0.153185      1.3213     1.47449
    6      2      2      4     7.41748  0.00464476   0.0267841   0.0221393
    6      2      2      4     16.7798  0.00812871   0.0849451   0.0768164
    6      2      2      4     25.5288  0.00631355    0.141211    0.134897
    6      2      2      4     34.9503  0.00406493    0.204956    0.200891
    6      2      2      4     43.4836  0.00187194    0.264337    0.262465
    6      2      2      4     52.8491  0.00100408    0.332331    0.331327
    6      2      2      4     61.5869  8.08083e-05    0.396513    0.396432
    6      2      2      4      70.797  -0.00234535    0.463376    0.465721
    6      2      2      4     79.4989  -0.00395831    0.527715    0.531673
    6      2      2      4     88.7482  -0.00661364    0.595572    0.602186
    6      2      2      4     97.5379  -0.0103602    0.659155    0.669515
    6      2      2      4     106.919  -0.0151927    0.726468    0.741661
    6      2      2      4     115.861   -0.019844    0.790817    0.810661
    6      2      2      4     124.891  -0.0262532    0.854283    0.880536
    6      2      2      4     133.475  -0.0328655    0.914253    0.947119
    6      2      2      4     142.694  -0.0397225    0.979054     1.01878
    6      2      2      4     151.465  -0.0468297     1.04025     1.08708
    6      2      2      4     160.889  -0.0553009     1.10529     1.16059
    6      2      2      4     169.862  -0.0634497     1.16724     1.23069
    6      2      2      4     178.936  -0.0710715      1.2306     1.30167
    6      2      2      4     187.536  -0.0784443     1.29058     1.36902
    6      2      2      4     196.811  -0.0870519     1.35469     1.44174
    6      2      2      6     8.41775  0.00526198   0.0267841   0.0215221
    6      2      2      6     15.7585   0.0103192   0.0698168   0.0594976
    6      2      2      6     22.7157   0.0101706    0.111254    0.101083
    6      2      2      6     29.8924  0.00908267    0.156241    0.147158
    6      2      2      6     36.7651  0.00801917     0.20125    0.193231
    6      2      2      6     43.9722  0.00636015    0.249331    0.242971
    6      2      2      6      50.469  0.00584412    0.294582    0.288738
    6      2      2      6     57.9125  0.00545783    0.347463    0.342005
    6      2      2      6     64.6554  0.00564447    0.396513    0.390869
    6      2      2      6     71.8397  0.00487644    0.448323    0.443447
    6      2      2      6     78.9624   0.0052709     0.50128    0.496009
    6      2      2      6     85.5455   0.0054086    0.550323    0.544914
    6      2      2      6     92.6156  0.00539533     0.60313    0.597735
    6      2      2      6      99.679  0.00469724    0.655468    0.650771
    6      2      2      6     106.746  0.00346047    0.707526    0.704066
    6      2      2      6     113.824  0.00293162    0.760579    0.757647
    6      2      2      6     120.921   0.0018773    0.813432    0.811555
    6      2      2      6     127.531  -0.000260077    0.861649    0.861909
    6      2      2      6     134.678  -0.00224392    0.914253    0.916497
    6      2      2      6     141.855  -0.00379566    0.967653    0.971449
    6      2      2      6     148.551  -0.00564807     1.01718     1.02283
    6      3      2      3     6.55506  0.00467818   0.0231478   0.0184696
    6      3      2      3     16.9283  0.00648874   0.0875566   0.0810679
    6      3      2      3     26.8217   0.0073484    0.155425    0.148077
    6      3      2      3     36.4782  0.00630257    0.222583     0.21628
    6      3      2      3     46.7992  0.00387385    0.294734     0.29086
    6      3      2      3      56.455  0.00105872    0.362692    0.361633
    6      3      2      3     66.8278  -0.00391116     0.43449    0.438401
    6      3      2      3     76.5344  -0.00848151    0.502266    0.510748
    6      3      2      3     86.9642  -0.0140169    0.574884    0.588901
    6      3      2      3     96.7303   -0.020804    0.641586     0.66239
    6      3      2      3     106.532   -0.026999    0.709391     0.73639
    6      3      2      3     116.374  -0.0335363    0.777361    0.810897
    6      3      2      3     126.971   -0.042645    0.848666    0.891311
    6      3      2      3     136.915  -0.0499302    0.916992    0.966922
    6      3      2      3     146.915  -0.0577916    0.985296     1.04309
    6      3      2      3     156.978  -0.0667159     1.05313     1.11985
    6      3      2      3     166.382  -0.0741978     1.11747     1.19167
    6      3      2      3     176.578  -0.0818559     1.18777     1.26963
    6      3      2      3     186.848  -0.0898819     1.25835     1.34823
    6      3      2      3     196.455  -0.0961002     1.32573     1.42183
    6      3      2      3     206.882   -0.103006     1.39877     1.50178
    6      3      2      4     7.19877  0.00474388   0.0231478   0.0184039
    6      3      2      4     18.7608   0.0073469   0.0924532   0.0851063
    6      3      2      4     29.5275  0.00905246    0.165163    0.156111
    6      3      2      4     40.7576  0.00750972    0.241474    0.233964
    6      3      2      4     51.8741  0.00585887    0.319014    0.313155
    6      3      2      4     62.9646   0.0029875    0.396486    0.393498
    6      3      2      4     73.3389  -0.00123904    0.468258    0.469497
    6      3      2      4     84.3827  -0.00530883    0.545753    0.551062
    6      3      2      4     95.4093  -0.0104776    0.622546    0.633024
    6      3      2      4     106.426  -0.0156037    0.699721    0.715325
    6      3      2      4     117.442  -0.0205939    0.777361    0.797955
    6      3      2      4     128.465  -0.0273971    0.853517    0.880914
    6      3      2      4     139.503  -0.0325871    0.931632    0.964219
    6      3      2      4     150.564  -0.0384569     1.00944      1.0479
    6      3      2      4     161.654  -0.0443466     1.08762     1.13197
    6      3      2      4     172.782  -0.0486955     1.16778     1.21648
    6      3      2      4     183.954  -0.0533823     1.24807     1.30145
    6      3      2      4      194.47   -0.055818     1.32573     1.38155
    6      3      2      4     205.739  -0.0584033     1.40908     1.46748
    6      3      2      4     216.358  -0.0597806     1.48877     1.54855
    6      3      2      6     8.95478  0.00383187   0.0251114   0.0212795
    6      3      2      6     16.3892  0.00517542   0.0645398   0.0593644
    6      3      2      6      24.545    0.008125    0.115643    0.107518
    6      3      2      6     32.7699   0.0102936    0.170027    0.159733
    6      3      2      6     40.8725   0.0101339    0.223525    0.213391
    6      3      2      6     48.9543  0.00877547     0.27718    0.268405
    6      3      2      6     56.4509  0.00732671    0.327736    0.320409
    6      3      2      6     64.9987   0.0053571    0.385934    0.380577
    6      3      2      6     72.9254  0.00223878    0.439264    0.437025
    6      3      2      6     80.8041  -8.03798e-05    0.493552    0.493632
    6      3      2      6     88.6419  -0.00265915    0.547696    0.550355
    6      3      2      6      96.996  -0.00568035    0.605511    0.611191
    6      3      2      6     104.756  -0.00904569    0.658952    0.667998
    6      3      2      6     112.483  -0.0115489    0.713258    0.724807
    6      3      2      6     120.729  -0.0141024    0.771564    0.785666
    6      3      2      6     128.947  -0.0180045    0.828526     0.84653
    6      3      2      6     136.593  -0.0204997    0.882826    0.903326
    6      3      2      6     144.765  -0.0227792    0.941408    0.964187
    6      3      2      6      152.92   -0.025275    0.999794     1.02507
    6      3      2      6     160.518  -0.0278018     1.05411     1.08191
    7      0      2      3     8.27121  -0.0069449   0.0241322   0.0310771
    7      0      2      3       17.89  -0.00456673   0.0890327   0.0935994
    7      0      2      3     26.9099  -0.00475984    0.152346    0.157106
    7      0      2      3     35.7019  -0.00559049    0.215441    0.221031
    7      0      2      3     44.3682  -0.00673072    0.278448    0.285179
    7      0      2      3     53.6311  -0.0072913    0.347265    0.354556
    7      0      2      3     62.8566  -0.00870429    0.415536     0.42424
    7      0      2      3     71.4102  -0.0105552    0.478681    0.489236
    7      0      2      3     80.6238  -0.0120973    0.547471    0.559568
    7      0      2      3      89.852  -0.0148863    0.615391    0.630277
    7      0      2      3     98.4431  -0.0176398    0.678659    0.696299
    7      0      2      3     107.727  -0.0203559    0.747463    0.767819
    7      0      2      3     116.383  -0.0240629    0.810577     0.83464
    7      0      2      3     125.751  -0.0282343    0.878851    0.907085
    7      0      2      3     134.496  -0.0318048    0.943012    0.974817
    7      0      2      3      143.97  -0.0365231     1.01177     1.04829
    7      0      2      3     152.822   -0.040837     1.07619     1.11703
    7      0      2      3     161.733  -0.0445196     1.14177     1.18629
    7      0      2      3     170.704  -0.0482325     1.20785     1.25608
    7      0      2      3      179.74  -0.0514894     1.27495     1.32644
    7      0      2      3     188.843  -0.0543915     1.34298     1.39737
    7      0      2      3     197.309  -0.0572137     1.40617     1.46338
    7      0      2      4     7.79815  -0.000333621   0.0241322   0.0244658
    7      0      2      4     16.4063   0.0028682     0.07928   0.0764118
    7      0      2      4     25.8159  0.00273964    0.142501    0.139761
    7      0      2      4     34.9571  0.00159554    0.205876     0.20428
    7      0      2      4     43.8915  -0.000349456    0.268598    0.268947
    7      0      2      4     52.6703  -0.000979666    0.332517    0.333497
    7      0      2      4     61.3517  -0.0017025    0.396323    0.398026
    7      0      2      4     70.6245  -0.00361727    0.463901    0.467518
    7      0      2      4     79.8414  -0.00427558    0.532764     0.53704
    7      0      2      4     88.3657  -0.0054769    0.596175    0.601652
    7      0      2      4     97.5221  -0.00741907    0.663911     0.67133
    7      0      2      4     106.665  -0.00847627    0.732665    0.741141
    7      0      2      4     115.804  -0.0100676    0.801053    0.811121
    7      0      2      4     124.947  -0.0123652    0.868934    0.881299
    7      0      2      4     133.446  -0.0135667    0.933099    0.946666
    7      0      2      4     142.616  -0.0152566     1.00206     1.01732
    7      0      2      4     151.806  -0.0170651     1.07117     1.08824
    7      0      2      4     160.363  -0.0177094     1.13665     1.15436
    7      0      2      4     169.609  -0.0180457     1.20785      1.2259
    7      0      2      4     178.889  -0.0175574     1.28022     1.29778
    7      0      2      4     187.541  -0.0167318     1.34813     1.36486
    7      0      2      4     196.897  -0.0151209     1.42235     1.43747
    7      0      2      6     6.55853   0.0085971   0.0221453   0.0135482
    7      0      2      6     13.5655   0.0135259   0.0626784   0.0491525
    7      0      2      6     20.5406   0.0145276    0.105373   0.0908454
    7      0      2      6     27.8497   0.0143805    0.152346    0.137966
    7      0      2      6     34.9783   0.0131775    0.199155    0.185978
    7      0      2      6     41.9848   0.0106656    0.245161    0.234495
    7      0      2      6      48.895  0.00897853    0.292257    0.283278
    7      0      2      6     55.7226  0.00722433    0.339393    0.332169
    7      0      2      6     62.9822  0.00576393    0.390506    0.384742
    7      0      2      6     69.5817  0.00366532    0.436626    0.432961
    7      0      2      6     76.6596  0.00251698    0.487562    0.485045
    7      0      2      6     83.6726  0.00167818    0.538647    0.536969
    7      0      2      6     90.6299  0.000675298     0.58942    0.588745
    7      0      2      6     97.5403  -0.000910812    0.639485    0.640396
    7      0      2      6     104.937  -0.00151346    0.694383    0.695896
    7      0      2      6      111.77  -0.00185223    0.745488     0.74734
    7      0      2      6     118.574  -0.00243338    0.796278    0.798711
    7      0      2      6     125.874  -0.00382742    0.850144    0.853971
    7      0      2      6     132.631  -0.00368114    0.901559     0.90524
    7      0      2      6     139.888  -0.00350236    0.956915    0.960417
    7      0      2      6     146.613  -0.00376585     1.00788     1.01165
    7      1      2      3     6.54301  0.00142894    0.026616   0.0251871
    7      1      2      3     16.7982    0.002758   0.0961368   0.0933788
    7      1      2      3     26.4746  0.00380799     0.16839    0.164582
    7      1      2      3     36.4529  0.00355528    0.244333    0.240778
    7      1      2      3     46.9969  0.00342629    0.326374    0.322948
    7      1      2      3     56.9565  0.00195843    0.403496    0.401538
    7      1      2      3     66.9694  -0.0012447    0.479955      0.4812
    7      1      2      3     76.4101  -0.00433117    0.552418    0.556749
    7      1      2      3     86.5413  -0.00944473    0.628743    0.638188
    7      1      2      3     96.7391  -0.0145585    0.705903    0.720461
    7      1      2      3     106.364    -0.02001    0.778326    0.798336
    7      1      2      3     116.704  -0.0276232    0.854572    0.882195
    7      1      2      3     126.471   -0.034496     0.92707    0.961566
    7      1      2      3     136.971  -0.0418995     1.00514     1.04704
    7      1      2      3     146.896   -0.050192     1.07776     1.12795
    7      1      2      3     156.904  -0.0573634     1.15228     1.20964
    7      1      2      3     166.999  -0.0646363      1.2275     1.29214
    7      1      2      3     176.502  -0.0711461     1.29872     1.36987
    7      1      2      3     186.773    -0.07716     1.37679     1.45395
    7      1      2      3     196.448  -0.0837565     1.44946     1.53322
    7      1      2      3     206.911  -0.0896899     1.52931       1.619
    7      1      2      4     7.94102  0.00216929   0.0316797   0.0295104
    7      1      2      4     17.8206  0.00332896   0.0961368   0.0928078
    7      1      2      4     27.7404    0.004738     0.16839    0.163652
    7      1      2      4     37.9202  0.00465748    0.244333    0.239676
    7      1      2      4     47.9263  0.00531301    0.321559    0.316246
    7      1      2      4     57.8914  0.00508943    0.398757    0.393668
    7      1      2      4      67.848  0.00325737    0.475091    0.471834
    7      1      2      4     77.8071  0.00180029    0.552418    0.550618
    7      1      2      4     87.7757  -0.00119466    0.628743    0.629938
    7      1      2      4     97.7599  -0.00384495    0.705903    0.709748
    7      1      2      4     107.766  -0.00690584    0.783126    0.790032
    7      1      2      4     117.799   -0.011417    0.859363     0.87078
    7      1      2      4     127.864  -0.0152048    0.936791    0.951996
    7      1      2      4     137.967  -0.0187688     1.01493      1.0337
    7      1      2      4     147.477  -0.0232291     1.08752     1.11075
    7      1      2      4     157.665  -0.0260666     1.16736     1.19343
    7      1      2      4     167.905  -0.0289992     1.24765     1.27665
    7      1      2      4     177.556   -0.030495     1.32469     1.35518
    7      1      2      4     187.906  -0.0319251     1.40758     1.43951
    7      1      2      4     197.664  -0.0322142     1.48687     1.51908
    7      1      2      6     8.51641  0.00198747   0.0286338   0.0266463
    7      1      2      6     16.7516    0.003121   0.0770367   0.0739157
    7      1      2      6     24.8501  0.00380967    0.130808    0.126998
    7      1      2      6     32.9104  0.00537496    0.188567    0.183192
    7      1      2      6     40.7499  0.00545283    0.245285    0.239832
    7      1      2      6     48.5121  0.00601781    0.303249    0.297231
    7      1      2      6     56.7512  0.00588252     0.36508    0.359197
    7      1      2      6     64.8762  0.00502331    0.426123      0.4211
    7      1      2      6     72.9504  0.00450662    0.487731    0.483224
    7      1      2      6     80.9809  0.00401585    0.549513    0.545497
    7      1      2      6     88.9785  0.00291058     0.61082    0.607909
    7      1      2      6     96.9473  0.00155915    0.671984    0.670425
    7      1      2      6     104.892  0.000879804    0.733908    0.733028
    7      1      2      6     112.816  -0.00015257    0.795553    0.795706
    7      1      2      6     120.724  -0.00197386    0.856488    0.858462
    7      1      2      6     128.619  -0.00297385    0.918321    0.921295
    7      1      2      6     136.997  -0.00359946    0.984546    0.988145
    7      1      2      6     144.876  -0.00423957     1.04692     1.05116
    7      1      2      6     152.753  -0.00504367     1.10924     1.11428
    7      1      2      6     160.629  -0.00413346     1.17338     1.17751
    7      1      2      6     168.507  -0.0033025     1.23756     1.24086
    7      2      2      3     6.51271  -0.000283886   0.0257929   0.0260768
    7      2      2      3     15.3673  0.00107393   0.0835904   0.0825165
    7      2      2      3     24.7238  0.000773121    0.150043     0.14927
    7      2      2      3      33.754  0.000288189    0.216889    0.216601
    7      2      2      3     42.6213  -0.00123961    0.283009    0.284249
    7      2      2      3     51.4188  -0.00252707    0.349798    0.352325
    7      2      2      3     60.8121  -0.00418619    0.421559    0.425745
    7      2      2      3     69.5751  -0.00634056      0.4884    0.494741
    7      2      2      3     78.9797  -0.00982111    0.559377    0.569198
    7      2      2      3     87.7862  -0.0128803    0.626345    0.639225
    7      2      2      3     96.6311  -0.0165172    0.693281    0.709798
    7      2      2      3     105.523  -0.0215907    0.759357    0.780948
    7      2      2      3     114.469  -0.0263129    0.826389    0.852702
    7      2      2      3     123.477  -0.0317369    0.893365    0.925102
    7      2      2      3      132.55  -0.0381733    0.959981    0.998154
    7      2      2      3     141.695  -0.0442112     1.02769      1.0719
    7      2      2      3     150.914  -0.0506074     1.09574     1.14635
    7      2      2      3     159.546  -0.0569559     1.15918     1.21614
    7      2      2      3     168.922  -0.0622802     1.22974     1.29202
    7      2      2      3     177.706  -0.0677117     1.29547     1.36318
    7      2      2      4     7.87925  0.000742884    0.030677   0.0299341
    7      2      2      4     15.5378  0.00259049   0.0789788   0.0763883
    7      2      2      4     23.8261  0.00299811    0.135835    0.132837
    7      2      2      4     31.7779  0.00298419    0.192924     0.18994
    7      2      2      4     39.5607  0.00272664    0.250207     0.24748
    7      2      2      4     47.8001  0.00183063    0.311408    0.309577
    7      2      2      4     55.9392  0.00196651    0.373732    0.371765
    7      2      2      4     63.3887  0.00189373    0.431131    0.429237
    7      2      2      4     71.4111  0.00154675    0.493136    0.491589
    7      2      2      4     79.4003  0.000540901    0.554605    0.554064
    7      2      2      4     87.9826  3.77315e-05    0.621559    0.621521
    7      2      2      4     95.9435  -0.000524609    0.683834    0.684359
    7      2      2      4     103.906  -0.00243706    0.744986    0.747423
    7      2      2      4     111.876  -0.00342111     0.80731    0.810731
    7      2      2      4     119.862  -0.0047355    0.869591    0.874327
    7      2      2      4     127.868  -0.00712806    0.931094    0.938222
    7      2      2      4     135.898  -0.00855316    0.993881     1.00243
    7      2      2      4     143.958  -0.00997798     1.05702       1.067
    7      2      2      4     151.426  -0.0120393     1.11487     1.12691
    7      2      2      4     159.551  -0.0128696     1.17931     1.19218
    7      2      2      4     167.715  -0.0128671     1.24498     1.25785
    7      2      2      4     175.921  -0.0133992     1.31053     1.32393
    7      2      2      6     8.96727  0.00112984    0.030677   0.0295472
    7      2      2      6     16.3638  0.00402523   0.0743812    0.070356
    7      2      2      6     24.3578  0.00548937    0.126366    0.120877
    7      2      2      6     32.6119  0.00655677    0.183361    0.176804
    7      2      2      6      40.633  0.00733918    0.240752    0.233413
    7      2      2      6     48.5026  0.00671138    0.297135    0.290424
    7      2      2      6     56.8941  0.00700246     0.35938    0.352378
    7      2      2      6     64.4593  0.00775889    0.416772    0.409013
    7      2      2      6     72.5388  0.00876137    0.478903    0.470142
    7      2      2      6     80.5207  0.00927688    0.540336    0.531059
    7      2      2      6     88.4285   0.0105974    0.602434    0.591837
    7      2      2      6      96.878   0.0123683    0.669537    0.657169
    7      2      2      6     104.675   0.0130061    0.730766     0.71776
    7      2      2      6     112.436   0.0146701    0.792991    0.778321
    7      2      2      6     120.764   0.0164436    0.859991    0.843547
    7      2      2      6     128.476   0.0174684    0.921613    0.904145
    7      2      2      6     136.767   0.0195794    0.989056    0.969477
    7      2      2      6     144.457   0.0218943     1.05212     1.03023
    7      2      2      6     152.737    0.023907     1.11969     1.09578
    7      2      2      6     160.426   0.0275553     1.18434     1.15678
    7      2      2      6     168.713   0.0324886     1.25514     1.22265
    7      2      2      6     176.417   0.0366435     1.32063     1.28399
    7      3      2      3     6.17054  0.000511932   0.0218209    0.021309
    7      3      2      3     16.7178  0.00371228   0.0937823     0.09007
    7      3      2      3     26.3662  0.00430466    0.164352    0.160047
    7      3      2      3     36.4203  0.00373489    0.239498    0.235763
    7      3      2      3     46.3713  0.00309377    0.315327    0.312233
    7      3      2      3     56.9764  0.000526196    0.395299    0.394773
    7      3      2      3     66.9519  -0.00153973    0.471543    0.473083
    7      3      2      3     76.9844  -0.00601464    0.546301    0.552316
    7      3      2      3     86.4144  -0.00994545    0.617178    0.627123
    7      3      2      3     96.6006  -0.0151268     0.69309    0.708217
    7      3      2      3     106.882  -0.0221091    0.768203    0.790312
    7      3      2      3     116.571  -0.0287973    0.839065    0.867862
    7      3      2      3     126.357  -0.0365998    0.909742    0.946342
    7      3      2      3     136.954  -0.0455409    0.985932     1.03147
    7      3      2      3     146.954  -0.0545689     1.05736     1.11193
    7      3      2      3     156.339  -0.0631499     1.12438     1.18753
    7      3      2      3     166.555   -0.071605     1.19831     1.26992
    7      3      2      3     176.889  -0.0811564     1.27218     1.35334
    7      3      2      3     186.592   -0.088683     1.34305     1.43173
    7      3      2      3     196.403  -0.0973431     1.41372     1.51106
    7      3      2      3     206.323   -0.105291     1.48604     1.59133
    7      3      2      4     6.66307  0.00108798   0.0218209   0.0207329
    7      3      2      4     16.9348  0.00477669   0.0888332   0.0840565
    7      3      2      4     26.8327  0.00607686    0.159414    0.153337
    7      3      2      4     36.4023  0.00578792    0.229336    0.223548
    7      3      2      4     46.4226  0.00617778    0.305142    0.298964
    7      3      2      4     56.9697  0.00566411    0.385341    0.379677
    7      3      2      4     66.7963  0.00565441    0.461376    0.455722
    7      3      2      4     76.5989  0.00414278    0.536318    0.532175
    7      3      2      4     86.4014   0.0030243    0.612109    0.609085
    7      3      2      4     96.8772  0.00141473     0.69309    0.691675
    7      3      2      4     106.732  -0.00147091    0.768203    0.769674
    7      3      2      4     116.629  -0.00409524    0.844156    0.848251
    7      3      2      4     126.579  -0.00776541    0.919692    0.927457
    7      3      2      4     136.588  -0.0110297    0.996283     1.00731
    7      3      2      4     146.663  -0.0153813     1.07247     1.08785
    7      3      2      4     156.808  -0.0184977     1.15059     1.16909
    7      3      2      4     166.346  -0.0205849     1.22499     1.24557
    7      3      2      4     176.644  -0.0237039     1.30456     1.32826
    7      3      2      4      186.33  -0.0248697     1.38126     1.40613
    7      3      2      4     196.792  -0.0267423     1.46358     1.49032
    7      3      2      6     7.24841  0.00104861   0.0198024   0.0187538
    7      3      2      6     14.9973  0.00391203   0.0646479   0.0607359
    7      3      2      6     21.7647  0.00685956    0.110127    0.103267
    7      3      2      6     28.7419  0.00829706    0.158425    0.150128
    7      3      2      6     35.5116   0.0085861     0.20603    0.197444
    7      3      2      6     42.7097  0.00958596     0.25871    0.249124
    7      3      2      6     49.8085   0.0101546    0.311252    0.301097
    7      3      2      6     56.8289    0.010348    0.363589    0.353241
    7      3      2      6     63.7174   0.0104951    0.415466    0.404971
    7      3      2      6     70.5303   0.0119178    0.468497    0.456579
    7      3      2      6     77.8047   0.0123327     0.52442    0.512087
    7      3      2      6     84.5156   0.0129928    0.576599    0.563606
    7      3      2      6     91.7044   0.0143374    0.633412    0.619075
    7      3      2      6     98.8632   0.0155381    0.690098     0.67456
    7      3      2      6      105.49   0.0157109    0.741825    0.726114
    7      3      2      6     112.612   0.0169413    0.798643    0.781702
    7      3      2      6     119.723   0.0180058    0.855375    0.837369
    7      3      2      6     126.828   0.0185933     0.91173    0.893137
    7      3      2      6     133.932   0.0193451    0.968373    0.949028
    7      3      2      6      140.53   0.0209955     1.02204     1.00104
    7      3      2      6     147.641   0.0213605     1.07857     1.05721
    8      0      2      3     6.98633  0.00549953   0.0371847   0.0316852
    8      0      2      3     15.8462  0.000855394   0.0865651   0.0857097
    8      0      2      3     24.9906  -0.0041075    0.144175    0.148283
    8      0      2      3     33.6112  -0.00819945    0.201862    0.210061
    8      0      2      3     42.5883  -0.00976467    0.266256    0.276021
    8      0      2      3     51.4856   -0.011829    0.330623    0.342452
    8      0      2      3     60.9907  -0.0155498    0.398678    0.414228
    8      0      2      3     69.9689  -0.0196191    0.462967    0.482586
    8      0      2      3     78.4349  -0.0242128    0.523215    0.547428
    8      0      2      3     87.6171  -0.0304119    0.587677    0.618089
    8      0      2      3      96.927  -0.0377418    0.652279    0.690021
    8      0      2      3      105.74  -0.0461993    0.712135    0.758334
    8      0      2      3     114.678   -0.055983    0.771818    0.827801
    8      0      2      3     123.745  -0.0663645    0.832068    0.898432
    8      0      2      3     132.945  -0.0776568    0.892587    0.970244
    8      0      2      3     141.608    -0.08889    0.949089     1.03798
    8      0      2      3     150.389   -0.100728     1.00601     1.10674
    8      0      2      3      159.98   -0.114932     1.06701     1.18194
    8      0      2      3     168.313   -0.127339     1.12002     1.24736
    8      0      2      3     177.459   -0.140604     1.17863     1.31923
    8      0      2      3     186.728   -0.154258     1.23789     1.39215
    8      0      2      4     7.92919  0.00427651   0.0371847   0.0329082
    8      0      2      4     15.6235  0.00140196    0.078335    0.076933
    8      0      2      4     23.7258  -0.00174245    0.127715    0.129457
    8      0      2      4     31.9037  -0.00445088    0.181207    0.185658
    8      0      2      4     39.7635  -0.00534895    0.236121     0.24147
    8      0      2      4     47.9822  -0.00482481    0.296257    0.301082
    8      0      2      4     55.5259  -0.0046184    0.351988    0.356606
    8      0      2      4     63.6159  -0.00533127    0.411467    0.416798
    8      0      2      4     71.7111  -0.00596837    0.471583    0.477551
    8      0      2      4      79.839  -0.00716243    0.531807    0.538969
    8      0      2      4     87.4318  -0.00897821    0.587677    0.596655
    8      0      2      4     95.6702  -0.0115614    0.647968    0.659529
    8      0      2      4     103.982  -0.0153206    0.707896    0.723217
    8      0      2      4     111.771  -0.0198583    0.763237    0.783095
    8      0      2      4     119.634  -0.0245705     0.81914    0.843711
    8      0      2      4     127.573  -0.0298107    0.875251    0.905062
    8      0      2      4     135.592  -0.0354703    0.931696    0.967166
    8      0      2      4     143.691  -0.0416031     0.98841     1.03001
    8      0      2      4     151.873  -0.0482756     1.04534     1.09362
    8      0      2      4     159.501  -0.0552828     1.09772       1.153
    8      0      2      4     167.847  -0.0620309     1.15604     1.21807
    8      0      2      4     175.628  -0.0684622     1.21035     1.27881
    8      0      2      4     183.483  -0.0745209     1.26568      1.3402
    8      0      2      6     8.39553  0.00185877   0.0314237   0.0295649
    8      0      2      6     14.4797  0.00123634   0.0610519   0.0598156
    8      0      2      6     20.9656  0.000110672   0.0972641   0.0971534
    8      0      2      6     26.9074  -0.000616706    0.133476    0.134093
    8      0      2      6     32.5303  -0.000967147    0.169689    0.170656
    8      0      2      6     38.9187  -0.000669871     0.21289     0.21356
    8      0      2      6     44.6551  0.00121519    0.254233    0.253018
